,Attribute,Value
0,Beta (5Y Monthly),0.98
1,52-Week Change 3,-7.31%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,47.74
4,52 Week Low 3,31.71
5,50-Day Moving Average 3,39.97
6,200-Day Moving Average 3,40.19
7,Avg Vol (3 month) 3,20.85M
8,Avg Vol (10 day) 3,17.48M
9,Shares Outstanding 5,4.55B
10,Float,4.52B
11,% Held by Insiders 1,0.69%
12,% Held by Institutions 1,85.05%
13,"Shares Short (Jun 29, 2020) 4",79.66M
14,"Short Ratio (Jun 29, 2020) 4",3.82
15,"Short % of Float (Jun 29, 2020) 4",1.76%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",1.75%
17,"Shares Short (prior month May 28, 2020) 4",76.96M
18,Forward Annual Dividend Rate 4,0.92
19,Forward Annual Dividend Yield 4,2.23%
20,Trailing Annual Dividend Rate 3,0.86
21,Trailing Annual Dividend Yield 3,2.09%
22,5 Year Average Dividend Yield 4,1.77
23,Payout Ratio 4,34.13%
24,Dividend Date 3,"Jul 21, 2020"
25,Ex-Dividend Date 4,"Jun 29, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Feb 20, 2017"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,10.72%
31,Operating Margin (ttm),19.13%
32,Return on Assets (ttm),5.01%
33,Return on Equity (ttm),14.78%
34,Revenue (ttm),108.69B
35,Revenue Per Share (ttm),23.86
36,Quarterly Revenue Growth (yoy),-0.90%
37,Gross Profit (ttm),74.5B
38,EBITDA,33.69B
39,Net Income Avi to Common (ttm),11.65B
40,Diluted EPS (ttm),2.52
41,Quarterly Earnings Growth (yoy),-39.60%
42,Total Cash (mrq),8.52B
43,Total Cash Per Share (mrq),1.87
44,Total Debt (mrq),108.74B
45,Total Debt/Equity (mrq),129.39
46,Current Ratio (mrq),0.87
47,Book Value Per Share (mrq),17.86
48,Operating Cash Flow (ttm),24.29B
49,Levered Free Cash Flow (ttm),13.76B
