,Attribute,Value
0,Beta (5Y Monthly),0.22
1,52-Week Change 3,25.08%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,283.35
4,52 Week Low 3,174.80
5,50-Day Moving Average 3,249.26
6,200-Day Moving Average 3,245.78
7,Avg Vol (3 month) 3,2.33M
8,Avg Vol (10 day) 3,2.16M
9,Shares Outstanding 5,489.45M
10,Float,488.22M
11,% Held by Insiders 1,0.18%
12,% Held by Institutions 1,81.04%
13,"Shares Short (Jun 29, 2020) 4",5.85M
14,"Short Ratio (Jun 29, 2020) 4",2.7
15,"Short % of Float (Jun 29, 2020) 4",1.20%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",1.20%
17,"Shares Short (prior month May 28, 2020) 4",6.45M
18,Forward Annual Dividend Rate 4,5.6
19,Forward Annual Dividend Yield 4,2.13%
20,Trailing Annual Dividend Rate 3,5.15
21,Trailing Annual Dividend Yield 3,1.96%
22,5 Year Average Dividend Yield 4,2.54
23,Payout Ratio 4,71.43%
24,Dividend Date 3,"Jun 14, 2020"
25,Ex-Dividend Date 4,"May 31, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Mar 15, 2005"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,17.78%
31,Operating Margin (ttm),30.76%
32,Return on Assets (ttm),3.31%
33,Return on Equity (ttm),7.82%
34,Revenue (ttm),19.74B
35,Revenue Per Share (ttm),40.73
36,Quarterly Revenue Growth (yoy),13.20%
37,Gross Profit (ttm),11.29B
38,EBITDA,10.61B
39,Net Income Avi to Common (ttm),3.51B
40,Diluted EPS (ttm),7.20
41,Quarterly Earnings Growth (yoy),-38.10%
42,Total Cash (mrq),3.34B
43,Total Cash Per Share (mrq),6.81
44,Total Debt (mrq),47.21B
45,Total Debt/Equity (mrq),114.82
46,Current Ratio (mrq),0.71
47,Book Value Per Share (mrq),74.38
48,Operating Cash Flow (ttm),8.45B
49,Levered Free Cash Flow (ttm),-6.17B
