,Attribute,Value
0,Beta (5Y Monthly),1.82
1,52-Week Change 3,-29.19%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,83.11
4,52 Week Low 3,32.00
5,50-Day Moving Average 3,52.21
6,200-Day Moving Average 3,57.12
7,Avg Vol (3 month) 3,30.59M
8,Avg Vol (10 day) 3,25.46M
9,Shares Outstanding 5,2.02B
10,Float,2.25B
11,% Held by Insiders 1,0.25%
12,% Held by Institutions 1,81.98%
13,"Shares Short (Jun 29, 2020) 4",22M
14,"Short Ratio (Jun 29, 2020) 4",0.68
15,"Short % of Float (Jun 29, 2020) 4",1.06%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",1.06%
17,"Shares Short (prior month May 28, 2020) 4",29.87M
18,Forward Annual Dividend Rate 4,2.04
19,Forward Annual Dividend Yield 4,3.94%
20,Trailing Annual Dividend Rate 3,1.98
21,Trailing Annual Dividend Yield 3,3.95%
22,5 Year Average Dividend Yield 4,1.63
23,Payout Ratio 4,35.17%
24,Dividend Date 3,"May 21, 2020"
25,Ex-Dividend Date 4,"Apr 30, 2020"
26,Last Split Factor 2,1:10
27,Last Split Date 3,"May 08, 2011"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Jun 29, 2020"
30,Profit Margin,23.24%
31,Operating Margin (ttm),27.56%
32,Return on Assets (ttm),0.65%
33,Return on Equity (ttm),7.07%
34,Revenue (ttm),59.09B
35,Revenue Per Share (ttm),27.64
36,Quarterly Revenue Growth (yoy),-27.80%
37,Gross Profit (ttm),66.07B
38,EBITDA,
39,Net Income Avi to Common (ttm),12.63B
40,Diluted EPS (ttm),6.09
41,Quarterly Earnings Growth (yoy),-72.60%
42,Total Cash (mrq),955B
43,Total Cash Per Share (mrq),422.73
44,Total Debt (mrq),535.65B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),
47,Book Value Per Share (mrq),76.86
48,Operating Cash Flow (ttm),
49,Levered Free Cash Flow (ttm),
