,Attribute,Value
0,Beta (5Y Monthly),0.82
1,52-Week Change 3,-2.26%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,145.41
4,52 Week Low 3,108.01
5,50-Day Moving Average 3,127.27
6,200-Day Moving Average 3,128.65
7,Avg Vol (3 month) 3,214.07k
8,Avg Vol (10 day) 3,203.8k
9,Shares Outstanding 5,1.38B
10,Float,1.05B
11,% Held by Insiders 1,0.00%
12,% Held by Institutions 1,0.91%
13,"Shares Short (Jun 29, 2020) 4",743.31k
14,"Short Ratio (Jun 29, 2020) 4",1.95
15,"Short % of Float (Jun 29, 2020) 4",
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.05%
17,"Shares Short (prior month May 28, 2020) 4",385.53k
18,Forward Annual Dividend Rate 4,4.05
19,Forward Annual Dividend Yield 4,3.21%
20,Trailing Annual Dividend Rate 3,2.00
21,Trailing Annual Dividend Yield 3,1.58%
22,5 Year Average Dividend Yield 4,2.93
23,Payout Ratio 4,30.02%
24,Dividend Date 3,"Dec 06, 2017"
25,Ex-Dividend Date 4,"Mar 29, 2020"
26,Last Split Factor 2,11:10
27,Last Split Date 3,"Jun 24, 1991"
28,Fiscal Year Ends,"Mar 30, 2020"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,6.94%
31,Operating Margin (ttm),0.00%
32,Return on Assets (ttm),2.91%
33,Return on Equity (ttm),10.50%
34,Revenue (ttm),
35,Revenue Per Share (ttm),
36,Quarterly Revenue Growth (yoy),-8.40%
37,Gross Profit (ttm),5.41T
38,EBITDA,
39,Net Income Avi to Common (ttm),
40,Diluted EPS (ttm),16.36
41,Quarterly Earnings Growth (yoy),-86.30%
42,Total Cash (mrq),
43,Total Cash Per Share (mrq),
44,Total Debt (mrq),
45,Total Debt/Equity (mrq),102.49
46,Current Ratio (mrq),1.04
47,Book Value Per Share (mrq),123.5
48,Operating Cash Flow (ttm),
49,Levered Free Cash Flow (ttm),
