,Attribute,Value
0,Beta (5Y Monthly),1.59
1,52-Week Change 3,-17.30%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,35.72
4,52 Week Low 3,17.95
5,50-Day Moving Average 3,24.79
6,200-Day Moving Average 3,26.68
7,Avg Vol (3 month) 3,74.3M
8,Avg Vol (10 day) 3,67.82M
9,Shares Outstanding 5,8.68B
10,Float,8.65B
11,% Held by Insiders 1,0.10%
12,% Held by Institutions 1,73.24%
13,"Shares Short (Jun 29, 2020) 4",67.27M
14,"Short Ratio (Jun 29, 2020) 4",0.82
15,"Short % of Float (Jun 29, 2020) 4",0.87%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.78%
17,"Shares Short (prior month May 28, 2020) 4",94.61M
18,Forward Annual Dividend Rate 4,0.72
19,Forward Annual Dividend Yield 4,2.98%
20,Trailing Annual Dividend Rate 3,0.69
21,Trailing Annual Dividend Yield 3,2.86%
22,5 Year Average Dividend Yield 4,1.64
23,Payout Ratio 4,28.16%
24,Dividend Date 3,"Jun 25, 2020"
25,Ex-Dividend Date 4,"Jun 03, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 29, 2004"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,29.57%
31,Operating Margin (ttm),35.78%
32,Return on Assets (ttm),0.97%
33,Return on Equity (ttm),9.07%
34,Revenue (ttm),81.6B
35,Revenue Per Share (ttm),8.90
36,Quarterly Revenue Growth (yoy),-18.10%
37,Gross Profit (ttm),85.58B
38,EBITDA,
39,Net Income Avi to Common (ttm),22.67B
40,Diluted EPS (ttm),2.46
41,Quarterly Earnings Growth (yoy),-45.20%
42,Total Cash (mrq),725.1B
43,Total Cash Per Share (mrq),83.58
44,Total Debt (mrq),528.55B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),
47,Book Value Per Share (mrq),27.84
48,Operating Cash Flow (ttm),65.72B
49,Levered Free Cash Flow (ttm),
