,Attribute,Value
0,Beta (5Y Monthly),0.97
1,52-Week Change 3,14.63%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,157.23
4,52 Week Low 3,90.90
5,50-Day Moving Average 3,137.21
6,200-Day Moving Average 3,126.36
7,Avg Vol (3 month) 3,808.25k
8,Avg Vol (10 day) 3,856.7k
9,Shares Outstanding 5,1.19B
10,Float,1.09B
11,% Held by Insiders 1,0.00%
12,% Held by Institutions 1,4.93%
13,"Shares Short (Jun 29, 2020) 4",3.73M
14,"Short Ratio (Jun 29, 2020) 4",4.58
15,"Short % of Float (Jun 29, 2020) 4",
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.31%
17,"Shares Short (prior month May 28, 2020) 4",3.06M
18,Forward Annual Dividend Rate 4,1.73
19,Forward Annual Dividend Yield 4,1.13%
20,Trailing Annual Dividend Rate 3,1.63
21,Trailing Annual Dividend Yield 3,1.06%
22,5 Year Average Dividend Yield 4,1.43
23,Payout Ratio 4,54.11%
24,Dividend Date 3,"Jun 01, 2020"
25,Ex-Dividend Date 4,"May 20, 2020"
26,Last Split Factor 2,4:1
27,Last Split Date 3,"Jul 27, 1998"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,15.18%
31,Operating Margin (ttm),0.00%
32,Return on Assets (ttm),6.14%
33,Return on Equity (ttm),14.30%
34,Revenue (ttm),
35,Revenue Per Share (ttm),
36,Quarterly Revenue Growth (yoy),7.10%
37,Gross Profit (ttm),19.2B
38,EBITDA,
39,Net Income Avi to Common (ttm),
40,Diluted EPS (ttm),4.14
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),
43,Total Cash Per Share (mrq),
44,Total Debt (mrq),
45,Total Debt/Equity (mrq),57.36
46,Current Ratio (mrq),0.99
47,Book Value Per Share (mrq),26.31
48,Operating Cash Flow (ttm),
49,Levered Free Cash Flow (ttm),
