,Attribute,Value
0,Beta (5Y Monthly),1.03
1,52-Week Change 3,30.97%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,552.54
4,52 Week Low 3,345.67
5,50-Day Moving Average 3,528.10
6,200-Day Moving Average 3,500.10
7,Avg Vol (3 month) 3,1.07M
8,Avg Vol (10 day) 3,812.64k
9,Shares Outstanding 5,234.2M
10,Float,134.74M
11,% Held by Insiders 1,27.05%
12,% Held by Institutions 1,65.63%
13,"Shares Short (Jun 29, 2020) 4",7.97M
14,"Short Ratio (Jun 29, 2020) 4",6.99
15,"Short % of Float (Jun 29, 2020) 4",6.82%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",3.86%
17,"Shares Short (prior month May 28, 2020) 4",9.25M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,0:1
27,Last Split Date 3,"May 17, 2016"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,3.91%
31,Operating Margin (ttm),14.98%
32,Return on Assets (ttm),2.95%
33,Return on Equity (ttm),5.33%
34,Revenue (ttm),46.3B
35,Revenue Per Share (ttm),215.02
36,Quarterly Revenue Growth (yoy),4.70%
37,Gross Profit (ttm),28.68B
38,EBITDA,16.81B
39,Net Income Avi to Common (ttm),1.81B
40,Diluted EPS (ttm),8.23
41,Quarterly Earnings Growth (yoy),56.50%
42,Total Cash (mrq),2.91B
43,Total Cash Per Share (mrq),12.46
44,Total Debt (mrq),80.95B
45,Total Debt/Equity (mrq),220.45
46,Current Ratio (mrq),0.44
47,Book Value Per Share (mrq),126.91
48,Operating Cash Flow (ttm),12.28B
49,Levered Free Cash Flow (ttm),4.46B
