,Attribute,Value
0,Beta (5Y Monthly),0.41
1,52-Week Change 3,35.56%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,68.72
4,52 Week Low 3,47.57
5,50-Day Moving Average 3,65.55
6,200-Day Moving Average 3,61.90
7,Avg Vol (3 month) 3,1.45M
8,Avg Vol (10 day) 3,983.53k
9,Shares Outstanding 5,2.33B
10,Float,1.67B
11,% Held by Insiders 1,0.01%
12,% Held by Institutions 1,9.48%
13,"Shares Short (Jun 29, 2020) 4",3.43M
14,"Short Ratio (Jun 29, 2020) 4",2.51
15,"Short % of Float (Jun 29, 2020) 4",
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.15%
17,"Shares Short (prior month May 28, 2020) 4",2.74M
18,Forward Annual Dividend Rate 4,1.57
19,Forward Annual Dividend Yield 4,2.35%
20,Trailing Annual Dividend Rate 3,1.23
21,Trailing Annual Dividend Yield 3,1.87%
22,5 Year Average Dividend Yield 4,2.39
23,Payout Ratio 4,48.63%
24,Dividend Date 3,"Apr 06, 2020"
25,Ex-Dividend Date 4,"Mar 26, 2020"
26,Last Split Factor 2,5:1
27,Last Split Date 3,"Jan 08, 2014"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,31.91%
31,Operating Margin (ttm),0.00%
32,Return on Assets (ttm),29.36%
33,Return on Equity (ttm),79.44%
34,Revenue (ttm),
35,Revenue Per Share (ttm),
36,Quarterly Revenue Growth (yoy),15.60%
37,Gross Profit (ttm),102.46B
38,EBITDA,
39,Net Income Avi to Common (ttm),
40,Diluted EPS (ttm),2.46
41,Quarterly Earnings Growth (yoy),13.90%
42,Total Cash (mrq),
43,Total Cash Per Share (mrq),
44,Total Debt (mrq),
45,Total Debt/Equity (mrq),7.55
46,Current Ratio (mrq),1.0
47,Book Value Per Share (mrq),3.08
48,Operating Cash Flow (ttm),
49,Levered Free Cash Flow (ttm),
