,Attribute,Value
0,Beta (5Y Monthly),0.42
1,52-Week Change 3,-1.07%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,48.25
4,52 Week Low 3,31.43
5,50-Day Moving Average 3,41.13
6,200-Day Moving Average 3,41.84
7,Avg Vol (3 month) 3,3.19M
8,Avg Vol (10 day) 3,2.82M
9,Shares Outstanding 5,2.51B
10,Float,2.46B
11,% Held by Insiders 1,0.01%
12,% Held by Institutions 1,12.17%
13,"Shares Short (Jun 29, 2020) 4",9.54M
14,"Short Ratio (Jun 29, 2020) 4",3.27
15,"Short % of Float (Jun 29, 2020) 4",
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.38%
17,"Shares Short (prior month May 28, 2020) 4",8.65M
18,Forward Annual Dividend Rate 4,1.89
19,Forward Annual Dividend Yield 4,4.64%
20,Trailing Annual Dividend Rate 3,1.06
21,Trailing Annual Dividend Yield 3,2.60%
22,5 Year Average Dividend Yield 4,5.27
23,Payout Ratio 4,74.09%
24,Dividend Date 3,"Jul 08, 2020"
25,Ex-Dividend Date 4,"May 13, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Nov 11, 1991"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,15.29%
31,Operating Margin (ttm),0.00%
32,Return on Assets (ttm),7.78%
33,Return on Equity (ttm),50.81%
34,Revenue (ttm),
35,Revenue Per Share (ttm),
36,Quarterly Revenue Growth (yoy),18.70%
37,Gross Profit (ttm),22.97B
38,EBITDA,
39,Net Income Avi to Common (ttm),
40,Diluted EPS (ttm),0.99
41,Quarterly Earnings Growth (yoy),88.60%
42,Total Cash (mrq),
43,Total Cash Per Share (mrq),
44,Total Debt (mrq),
45,Total Debt/Equity (mrq),159.26
46,Current Ratio (mrq),0.87
47,Book Value Per Share (mrq),2.41
48,Operating Cash Flow (ttm),
49,Levered Free Cash Flow (ttm),
