,Attribute,Value
0,Beta (5Y Monthly),1.61
1,52-Week Change 3,199.52%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,1074.98
4,52 Week Low 3,282.08
5,50-Day Moving Average 3,860.86
6,200-Day Moving Average 3,599.63
7,Avg Vol (3 month) 3,3.57M
8,Avg Vol (10 day) 3,3.11M
9,Shares Outstanding 5,107.51M
10,Float,105.3M
11,% Held by Insiders 1,0.40%
12,% Held by Institutions 1,73.45%
13,"Shares Short (Jun 29, 2020) 4",1.86M
14,"Short Ratio (Jun 29, 2020) 4",0.74
15,"Short % of Float (Jun 29, 2020) 4",3.16%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",1.56%
17,"Shares Short (prior month May 28, 2020) 4",2.26M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-7.65%
31,Operating Margin (ttm),-9.78%
32,Return on Assets (ttm),-3.60%
33,Return on Equity (ttm),-5.11%
34,Revenue (ttm),1.73B
35,Revenue Per Share (ttm),15.09
36,Quarterly Revenue Growth (yoy),46.70%
37,Gross Profit (ttm),865.64M
38,EBITDA,-133.19M
39,Net Income Avi to Common (ttm),-132.12M
40,Diluted EPS (ttm),-1.15
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),2.36B
43,Total Cash Per Share (mrq),20.13
44,Total Debt (mrq),141.49M
45,Total Debt/Equity (mrq),4.65
46,Current Ratio (mrq),9.45
47,Book Value Per Share (mrq),25.94
48,Operating Cash Flow (ttm),-38.68M
49,Levered Free Cash Flow (ttm),-29.07M
