,Attribute,Value
0,Beta (5Y Monthly),0.68
1,52-Week Change 3,-9.92%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,39.70
4,52 Week Low 3,26.08
5,50-Day Moving Average 3,30.65
6,200-Day Moving Average 3,33.02
7,Avg Vol (3 month) 3,37.5M
8,Avg Vol (10 day) 3,35.43M
9,Shares Outstanding 5,7.13B
10,Float,7.12B
11,% Held by Insiders 1,0.08%
12,% Held by Institutions 1,57.41%
13,"Shares Short (Jun 29, 2020) 4",114.6M
14,"Short Ratio (Jun 29, 2020) 4",2.85
15,"Short % of Float (Jun 29, 2020) 4",1.61%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",1.61%
17,"Shares Short (prior month May 28, 2020) 4",120.95M
18,Forward Annual Dividend Rate 4,2.08
19,Forward Annual Dividend Yield 4,6.94%
20,Trailing Annual Dividend Rate 3,2.06
21,Trailing Annual Dividend Yield 3,6.88%
22,5 Year Average Dividend Yield 4,5.58
23,Payout Ratio 4,105.10%
24,Dividend Date 3,"Aug 02, 2020"
25,Ex-Dividend Date 4,"Jul 08, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Mar 19, 1998"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,8.05%
31,Operating Margin (ttm),16.08%
32,Return on Assets (ttm),3.29%
33,Return on Equity (ttm),7.99%
34,Revenue (ttm),179.14B
35,Revenue Per Share (ttm),24.58
36,Quarterly Revenue Growth (yoy),-4.60%
37,Gross Profit (ttm),97.05B
38,EBITDA,53.73B
39,Net Income Avi to Common (ttm),14.38B
40,Diluted EPS (ttm),1.97
41,Quarterly Earnings Growth (yoy),12.50%
42,Total Cash (mrq),10.05B
43,Total Cash Per Share (mrq),1.41
44,Total Debt (mrq),199.66B
45,Total Debt/Equity (mrq),102.15
46,Current Ratio (mrq),0.76
47,Book Value Per Share (mrq),24.95
48,Operating Cash Flow (ttm),46.48B
49,Levered Free Cash Flow (ttm),29.1B
