,Attribute,Value
0,Beta (5Y Monthly),0.85
1,52-Week Change 3,-50.67%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,64.68
4,52 Week Low 3,19.19
5,50-Day Moving Average 3,32.08
6,200-Day Moving Average 3,39.42
7,Avg Vol (3 month) 3,5.14M
8,Avg Vol (10 day) 3,3.61M
9,Shares Outstanding 5,3.9B
10,Float,3.82B
11,% Held by Insiders 1,0.02%
12,% Held by Institutions 1,11.45%
13,"Shares Short (Jun 29, 2020) 4",858.83k
14,"Short Ratio (Jun 29, 2020) 4",0.14
15,"Short % of Float (Jun 29, 2020) 4",
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.02%
17,"Shares Short (prior month May 28, 2020) 4",866.93k
18,Forward Annual Dividend Rate 4,1.28
19,Forward Annual Dividend Yield 4,4.02%
20,Trailing Annual Dividend Rate 3,1.57
21,Trailing Annual Dividend Yield 3,5.00%
22,5 Year Average Dividend Yield 4,6.81
23,Payout Ratio 4,154.49%
24,Dividend Date 3,"Jun 21, 2020"
25,Ex-Dividend Date 4,"May 13, 2020"
26,Last Split Factor 2,100:116
27,Last Split Date 3,"Jul 19, 2005"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,3.06%
31,Operating Margin (ttm),5.12%
32,Return on Assets (ttm),2.55%
33,Return on Equity (ttm),5.34%
34,Revenue (ttm),321.17B
35,Revenue Per Share (ttm),80.54
36,Quarterly Revenue Growth (yoy),-28.30%
37,Gross Profit (ttm),65.46B
38,EBITDA,41.96B
39,Net Income Avi to Common (ttm),9.82B
40,Diluted EPS (ttm),2.45
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),21.81B
43,Total Cash Per Share (mrq),5.58
44,Total Debt (mrq),95.06B
45,Total Debt/Equity (mrq),51.84
46,Current Ratio (mrq),1.12
47,Book Value Per Share (mrq),45.94
48,Operating Cash Flow (ttm),48.4B
49,Levered Free Cash Flow (ttm),19.88B
