,Attribute,Value
0,Beta (5Y Monthly),0.95
1,52-Week Change 3,42.94%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,264.97
4,52 Week Low 3,173.12
5,50-Day Moving Average 3,234.04
6,200-Day Moving Average 3,225.56
7,Avg Vol (3 month) 3,2.84M
8,Avg Vol (10 day) 3,2.25M
9,Shares Outstanding 5,588.25M
10,Float,586.92M
11,% Held by Insiders 1,0.22%
12,% Held by Institutions 1,78.93%
13,"Shares Short (Jun 29, 2020) 4",6.03M
14,"Short Ratio (Jun 29, 2020) 4",2.18
15,"Short % of Float (Jun 29, 2020) 4",1.03%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",1.02%
17,"Shares Short (prior month May 28, 2020) 4",6.16M
18,Forward Annual Dividend Rate 4,6.4
19,Forward Annual Dividend Yield 4,2.53%
20,Trailing Annual Dividend Rate 3,5.95
21,Trailing Annual Dividend Yield 3,2.35%
22,5 Year Average Dividend Yield 4,2.53
23,Payout Ratio 4,46.59%
24,Dividend Date 3,"Jun 07, 2020"
25,Ex-Dividend Date 4,"May 14, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Nov 21, 1999"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,32.03%
31,Operating Margin (ttm),40.07%
32,Return on Assets (ttm),9.55%
33,Return on Equity (ttm),75.55%
34,Revenue (ttm),23.97B
35,Revenue Per Share (ttm),40.14
36,Quarterly Revenue Growth (yoy),10.90%
37,Gross Profit (ttm),19.01B
38,EBITDA,12.04B
39,Net Income Avi to Common (ttm),7.67B
40,Diluted EPS (ttm),12.77
41,Quarterly Earnings Growth (yoy),-8.40%
42,Total Cash (mrq),8.01B
43,Total Cash Per Share (mrq),13.62
44,Total Debt (mrq),31.85B
45,Total Debt/Equity (mrq),335.77
46,Current Ratio (mrq),1.59
47,Book Value Per Share (mrq),16.13
48,Operating Cash Flow (ttm),9.44B
49,Levered Free Cash Flow (ttm),6.45B
