,Attribute,Value
0,Beta (5Y Monthly),0.67
1,52-Week Change 3,-28.54%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,56.91
4,52 Week Low 3,22.13
5,50-Day Moving Average 3,39.38
6,200-Day Moving Average 3,41.02
7,Avg Vol (3 month) 3,2.87M
8,Avg Vol (10 day) 3,1.87M
9,Shares Outstanding 5,2.59B
10,Float,2.4B
11,% Held by Insiders 1,0.00%
12,% Held by Institutions 1,6.35%
13,"Shares Short (Jun 29, 2020) 4",2.73M
14,"Short Ratio (Jun 29, 2020) 4",1.14
15,"Short % of Float (Jun 29, 2020) 4",
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.11%
17,"Shares Short (prior month May 28, 2020) 4",1.45M
18,Forward Annual Dividend Rate 4,3.07
19,Forward Annual Dividend Yield 4,7.88%
20,Trailing Annual Dividend Rate 3,2.93
21,Trailing Annual Dividend Yield 3,7.52%
22,5 Year Average Dividend Yield 4,5.57
23,Payout Ratio 4,96.71%
24,Dividend Date 3,"Jul 22, 2020"
25,Ex-Dividend Date 4,"Jun 24, 2020"
26,Last Split Factor 2,99:98
27,Last Split Date 3,"Jun 06, 2018"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,4.83%
31,Operating Margin (ttm),7.94%
32,Return on Assets (ttm),3.19%
33,Return on Equity (ttm),7.07%
34,Revenue (ttm),169.7B
35,Revenue Per Share (ttm),65.60
36,Quarterly Revenue Growth (yoy),-14.50%
37,Gross Profit (ttm),59.78B
38,EBITDA,27.02B
39,Net Income Avi to Common (ttm),8.19B
40,Diluted EPS (ttm),3.04
41,Quarterly Earnings Growth (yoy),-98.90%
42,Total Cash (mrq),28.65B
43,Total Cash Per Share (mrq),11.13
44,Total Debt (mrq),67.75B
45,Total Debt/Equity (mrq),59.21
46,Current Ratio (mrq),1.17
47,Book Value Per Share (mrq),43.53
48,Operating Cash Flow (ttm),22.35B
49,Levered Free Cash Flow (ttm),12.33B
