,Attribute,Value
0,Beta (5Y Monthly),0.45
1,52-Week Change 3,24.05%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,269.73
4,52 Week Low 3,174.32
5,50-Day Moving Average 3,260.62
6,200-Day Moving Average 3,241.50
7,Avg Vol (3 month) 3,2.01M
8,Avg Vol (10 day) 3,1.42M
9,Shares Outstanding 5,443.31M
10,Float,441.6M
11,% Held by Insiders 1,0.34%
12,% Held by Institutions 1,94.05%
13,"Shares Short (Jun 29, 2020) 4",3.88M
14,"Short Ratio (Jun 29, 2020) 4",1.71
15,"Short % of Float (Jun 29, 2020) 4",1.02%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.88%
17,"Shares Short (prior month May 28, 2020) 4",4.01M
18,Forward Annual Dividend Rate 4,4.14
19,Forward Annual Dividend Yield 4,1.60%
20,Trailing Annual Dividend Rate 3,3.96
21,Trailing Annual Dividend Yield 3,1.53%
22,5 Year Average Dividend Yield 4,1.79
23,Payout Ratio 4,88.32%
24,Dividend Date 3,"Jul 09, 2020"
25,Ex-Dividend Date 4,"Jun 17, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,24.55%
31,Operating Margin (ttm),38.51%
32,Return on Assets (ttm),4.69%
33,Return on Equity (ttm),34.75%
34,Revenue (ttm),7.76B
35,Revenue Per Share (ttm),17.53
36,Quarterly Revenue Growth (yoy),9.90%
37,Gross Profit (ttm),5.36B
38,EBITDA,4.8B
39,Net Income Avi to Common (ttm),1.91B
40,Diluted EPS (ttm),4.28
41,Quarterly Earnings Growth (yoy),4.40%
42,Total Cash (mrq),1.33B
43,Total Cash Per Share (mrq),2.99
44,Total Debt (mrq),31.19B
45,Total Debt/Equity (mrq),677.20
46,Current Ratio (mrq),0.49
47,Book Value Per Share (mrq),8.20
48,Operating Cash Flow (ttm),3.77B
49,Levered Free Cash Flow (ttm),3.4B
