,Attribute,Value
0,Beta (5Y Monthly),0.49
1,52-Week Change 3,25.35%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,53.71
4,52 Week Low 3,37.62
5,50-Day Moving Average 3,50.71
6,200-Day Moving Average 3,48.46
7,Avg Vol (3 month) 3,1.68M
8,Avg Vol (10 day) 3,706.61k
9,Shares Outstanding 5,2.51B
10,Float,2.23B
11,% Held by Insiders 1,0.00%
12,% Held by Institutions 1,8.09%
13,"Shares Short (Jun 29, 2020) 4",3.12M
14,"Short Ratio (Jun 29, 2020) 4",2.17
15,"Short % of Float (Jun 29, 2020) 4",
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.15%
17,"Shares Short (prior month May 28, 2020) 4",1.59M
18,Forward Annual Dividend Rate 4,1.7
19,Forward Annual Dividend Yield 4,3.26%
20,Trailing Annual Dividend Rate 3,3.53
21,Trailing Annual Dividend Yield 3,6.77%
22,5 Year Average Dividend Yield 4,3.89
23,Payout Ratio 4,113.32%
24,Dividend Date 3,"May 25, 2020"
25,Ex-Dividend Date 4,"Apr 29, 2020"
26,Last Split Factor 2,5:1
27,Last Split Date 3,"Sep 29, 2013"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,8.77%
31,Operating Margin (ttm),0.00%
32,Return on Assets (ttm),
33,Return on Equity (ttm),
34,Revenue (ttm),
35,Revenue Per Share (ttm),
36,Quarterly Revenue Growth (yoy),6.90%
37,Gross Profit (ttm),25.66B
38,EBITDA,
39,Net Income Avi to Common (ttm),
40,Diluted EPS (ttm),1.94
41,Quarterly Earnings Growth (yoy),48.00%
42,Total Cash (mrq),
43,Total Cash Per Share (mrq),
44,Total Debt (mrq),
45,Total Debt/Equity (mrq),43.88
46,Current Ratio (mrq),
47,Book Value Per Share (mrq),26.25
48,Operating Cash Flow (ttm),
49,Levered Free Cash Flow (ttm),
