,Attribute,Value
0,Beta (5Y Monthly),0.70
1,52-Week Change 3,12.18%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,157.00
4,52 Week Low 3,109.16
5,50-Day Moving Average 3,143.87
6,200-Day Moving Average 3,143.80
7,Avg Vol (3 month) 3,7.84M
8,Avg Vol (10 day) 3,6.07M
9,Shares Outstanding 5,2.64B
10,Float,2.63B
11,% Held by Insiders 1,0.08%
12,% Held by Institutions 1,70.25%
13,"Shares Short (Jun 29, 2020) 4",12.78M
14,"Short Ratio (Jun 29, 2020) 4",1.62
15,"Short % of Float (Jun 29, 2020) 4",0.48%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.48%
17,"Shares Short (prior month May 28, 2020) 4",13.01M
18,Forward Annual Dividend Rate 4,4.04
19,Forward Annual Dividend Yield 4,2.73%
20,Trailing Annual Dividend Rate 3,3.80
21,Trailing Annual Dividend Yield 3,2.57%
22,5 Year Average Dividend Yield 4,2.66
23,Payout Ratio 4,59.28%
24,Dividend Date 3,"Jun 08, 2020"
25,Ex-Dividend Date 4,"May 21, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 12, 2001"
28,Fiscal Year Ends,"Dec 28, 2019"
29,Most Recent Quarter (mrq),"Mar 28, 2020"
30,Profit Margin,20.75%
31,Operating Margin (ttm),26.06%
32,Return on Assets (ttm),8.83%
33,Return on Equity (ttm),28.55%
34,Revenue (ttm),82.73B
35,Revenue Per Share (ttm),31.36
36,Quarterly Revenue Growth (yoy),3.30%
37,Gross Profit (ttm),54.6B
38,EBITDA,28.55B
39,Net Income Avi to Common (ttm),17.17B
40,Diluted EPS (ttm),6.41
41,Quarterly Earnings Growth (yoy),54.60%
42,Total Cash (mrq),18.02B
43,Total Cash Per Share (mrq),6.84
44,Total Debt (mrq),27.58B
45,Total Debt/Equity (mrq),45.00
46,Current Ratio (mrq),1.31
47,Book Value Per Share (mrq),23.28
48,Operating Cash Flow (ttm),23.23B
49,Levered Free Cash Flow (ttm),22.63B
