,Attribute,Value
0,Beta (5Y Monthly),0.30
1,52-Week Change 3,15.19%
2,S&P500 52-Week Change 3,7.14%
3,52 Week High 3,134.13
4,52 Week Low 3,102.00
5,50-Day Moving Average 3,122.12
6,200-Day Moving Average 3,119.83
7,Avg Vol (3 month) 3,9.56M
8,Avg Vol (10 day) 3,15.39M
9,Shares Outstanding 5,2.83B
10,Float,1.39B
11,% Held by Insiders 1,50.91%
12,% Held by Institutions 1,30.95%
13,"Shares Short (Jun 29, 2020) 4",13.05M
14,"Short Ratio (Jun 29, 2020) 4",1.54
15,"Short % of Float (Jun 29, 2020) 4",0.94%
16,"Short % of Shares Outstanding (Jun 29, 2020) 4",0.46%
17,"Shares Short (prior month May 28, 2020) 4",13.5M
18,Forward Annual Dividend Rate 4,2.16
19,Forward Annual Dividend Yield 4,1.64%
20,Trailing Annual Dividend Rate 3,2.13
21,Trailing Annual Dividend Yield 3,1.61%
22,5 Year Average Dividend Yield 4,2.41
23,Payout Ratio 4,50.76%
24,Dividend Date 3,"Jan 03, 2021"
25,Ex-Dividend Date 4,"Aug 12, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Apr 19, 1999"
28,Fiscal Year Ends,"Jan 30, 2020"
29,Most Recent Quarter (mrq),"Apr 29, 2020"
30,Profit Margin,2.81%
31,Operating Margin (ttm),4.24%
32,Return on Assets (ttm),6.06%
33,Return on Equity (ttm),20.63%
34,Revenue (ttm),534.66B
35,Revenue Per Share (ttm),188.23
36,Quarterly Revenue Growth (yoy),8.60%
37,Gross Profit (ttm),129.36B
38,EBITDA,34.19B
39,Net Income Avi to Common (ttm),15.03B
40,Diluted EPS (ttm),5.26
41,Quarterly Earnings Growth (yoy),3.90%
42,Total Cash (mrq),14.93B
43,Total Cash Per Share (mrq),5.27
44,Total Debt (mrq),76.59B
45,Total Debt/Equity (mrq),103.34
46,Current Ratio (mrq),0.77
47,Book Value Per Share (mrq),24.10
48,Operating Cash Flow (ttm),28.71B
49,Levered Free Cash Flow (ttm),17.76B
