,Attribute,Value
0,Beta (5Y Monthly),1.55
1,52-Week Change 3,-52.89%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,156.60
4,52 Week Low 3,56.62
5,50-Day Moving Average 3,97.57
6,200-Day Moving Average 3,103.36
7,Avg Vol (3 month) 3,1.08M
8,Avg Vol (10 day) 3,3.48M
9,Shares Outstanding 5,71.18M
10,Float,58.46M
11,% Held by Insiders 1,20.03%
12,% Held by Institutions 1,87.82%
13,"Shares Short (Jun 14, 2020) 4",4.35M
14,"Short Ratio (Jun 14, 2020) 4",5.46
15,"Short % of Float (Jun 14, 2020) 4",9.14%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",6.11%
17,"Shares Short (prior month May 14, 2020) 4",3.85M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,3:2
27,Last Split Date 3,"Dec 04, 1997"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 27, 2020"
30,Profit Margin,7.47%
31,Operating Margin (ttm),9.12%
32,Return on Assets (ttm),4.17%
33,Return on Equity (ttm),9.51%
34,Revenue (ttm),9.81B
35,Revenue Per Share (ttm),136.71
36,Quarterly Revenue Growth (yoy),-6.40%
37,Gross Profit (ttm),2.77B
38,EBITDA,1.48B
39,Net Income Avi to Common (ttm),733.14M
40,Diluted EPS (ttm),49.90
41,Quarterly Earnings Growth (yoy),-9.10%
42,Total Cash (mrq),263.09M
43,Total Cash Per Share (mrq),3.7
44,Total Debt (mrq),3.07B
45,Total Debt/Equity (mrq),39.12
46,Current Ratio (mrq),1.61
47,Book Value Per Share (mrq),110.15
48,Operating Cash Flow (ttm),1.44B
49,Levered Free Cash Flow (ttm),944.42M
