,Attribute,Value
0,Beta (5Y Monthly),0.94
1,52-Week Change 3,66.95%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,306.08
4,52 Week Low 3,165.23
5,50-Day Moving Average 3,282.55
6,200-Day Moving Average 3,251.73
7,Avg Vol (3 month) 3,1.94M
8,Avg Vol (10 day) 3,1.26M
9,Shares Outstanding 5,259.28M
10,Float,258.87M
11,% Held by Insiders 1,0.14%
12,% Held by Institutions 1,97.83%
13,"Shares Short (Jun 14, 2020) 4",4.21M
14,"Short Ratio (Jun 14, 2020) 4",2.04
15,"Short % of Float (Jun 14, 2020) 4",1.62%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.62%
17,"Shares Short (prior month May 14, 2020) 4",3.97M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 23, 2000"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,31.35%
31,Operating Margin (ttm),34.17%
32,Return on Assets (ttm),13.34%
33,Return on Equity (ttm),27.02%
34,Revenue (ttm),4.82B
35,Revenue Per Share (ttm),18.70
36,Quarterly Revenue Growth (yoy),76.50%
37,Gross Profit (ttm),1.86B
38,EBITDA,1.75B
39,Net Income Avi to Common (ttm),1.51B
40,Diluted EPS (ttm),5.78
41,Quarterly Earnings Growth (yoy),124.40%
42,Total Cash (mrq),4.19B
43,Total Cash Per Share (mrq),16.16
44,Total Debt (mrq),532.95M
45,Total Debt/Equity (mrq),8.25
46,Current Ratio (mrq),3.54
47,Book Value Per Share (mrq),24.94
48,Operating Cash Flow (ttm),2.06B
49,Levered Free Cash Flow (ttm),1.33B
