,Attribute,Value
0,Beta (5Y Monthly),2.26
1,52-Week Change 3,-47.63%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,67.17
4,52 Week Low 3,16.11
5,50-Day Moving Average 3,39.14
6,200-Day Moving Average 3,41.45
7,Avg Vol (3 month) 3,2.32M
8,Avg Vol (10 day) 3,2.32M
9,Shares Outstanding 5,193.22M
10,Float,181.78M
11,% Held by Insiders 1,0.70%
12,% Held by Institutions 1,85.96%
13,"Shares Short (Jun 14, 2020) 4",8.26M
14,"Short Ratio (Jun 14, 2020) 4",3.79
15,"Short % of Float (Jun 14, 2020) 4",4.88%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",4.27%
17,"Shares Short (prior month May 14, 2020) 4",9.67M
18,Forward Annual Dividend Rate 4,1.6
19,Forward Annual Dividend Yield 4,4.89%
20,Trailing Annual Dividend Rate 3,1.54
21,Trailing Annual Dividend Yield 3,4.71%
22,5 Year Average Dividend Yield 4,2.13
23,Payout Ratio 4,45.62%
24,Dividend Date 3,"Jul 31, 2020"
25,Ex-Dividend Date 4,"Jul 08, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 21, 1999"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,3.87%
31,Operating Margin (ttm),6.78%
32,Return on Assets (ttm),0.24%
33,Return on Equity (ttm),4.16%
34,Revenue (ttm),17.72B
35,Revenue Per Share (ttm),89.35
36,Quarterly Revenue Growth (yoy),11.60%
37,Gross Profit (ttm),4.59B
38,EBITDA,1.27B
39,Net Income Avi to Common (ttm),686M
40,Diluted EPS (ttm),3.32
41,Quarterly Earnings Growth (yoy),-79.40%
42,Total Cash (mrq),10.22B
43,Total Cash Per Share (mrq),52.9
44,Total Debt (mrq),8.08B
45,Total Debt/Equity (mrq),48.74
46,Current Ratio (mrq),4.65
47,Book Value Per Share (mrq),85.79
48,Operating Cash Flow (ttm),-900M
49,Levered Free Cash Flow (ttm),-4.07B
