,Attribute,Value
0,Beta (5Y Monthly),0.63
1,52-Week Change 3,48.90%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,561.68
4,52 Week Low 3,275.50
5,50-Day Moving Average 3,506.47
6,200-Day Moving Average 3,412.84
7,Avg Vol (3 month) 3,281.95k
8,Avg Vol (10 day) 3,193.83k
9,Shares Outstanding 5,37.91M
10,Float,36.59M
11,% Held by Insiders 1,3.64%
12,% Held by Institutions 1,97.89%
13,"Shares Short (Jun 14, 2020) 4",552.15k
14,"Short Ratio (Jun 14, 2020) 4",1.78
15,"Short % of Float (Jun 14, 2020) 4",1.67%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.46%
17,"Shares Short (prior month May 14, 2020) 4",571.18k
18,Forward Annual Dividend Rate 4,2.4
19,Forward Annual Dividend Yield 4,0.44%
20,Trailing Annual Dividend Rate 3,2.13
21,Trailing Annual Dividend Yield 3,0.39%
22,5 Year Average Dividend Yield 4,0.66
23,Payout Ratio 4,35.68%
24,Dividend Date 3,"May 26, 2020"
25,Ex-Dividend Date 4,"May 11, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,40.87%
31,Operating Margin (ttm),50.03%
32,Return on Assets (ttm),19.86%
33,Return on Equity (ttm),31.80%
34,Revenue (ttm),555.84M
35,Revenue Per Share (ttm),14.96
36,Quarterly Revenue Growth (yoy),35.70%
37,Gross Profit (ttm),353.48M
38,EBITDA,304.84M
39,Net Income Avi to Common (ttm),227.2M
40,Diluted EPS (ttm),5.97
41,Quarterly Earnings Growth (yoy),42.40%
42,Total Cash (mrq),392.13M
43,Total Cash Per Share (mrq),10.34
44,Total Debt (mrq),96.3M
45,Total Debt/Equity (mrq),12.07
46,Current Ratio (mrq),5.98
47,Book Value Per Share (mrq),21.04
48,Operating Cash Flow (ttm),346.94M
49,Levered Free Cash Flow (ttm),195.28M
