,Attribute,Value
0,Beta (5Y Monthly),0.14
1,52-Week Change 3,-8.61%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,125.62
4,52 Week Low 3,91.88
5,50-Day Moving Average 3,107.91
6,200-Day Moving Average 3,109.23
7,Avg Vol (3 month) 3,1.11M
8,Avg Vol (10 day) 3,733.45k
9,Shares Outstanding 5,114.11M
10,Float,109.55M
11,% Held by Insiders 1,4.36%
12,% Held by Institutions 1,82.26%
13,"Shares Short (Jun 14, 2020) 4",7.56M
14,"Short Ratio (Jun 14, 2020) 4",5.61
15,"Short % of Float (Jun 14, 2020) 4",7.80%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",6.63%
17,"Shares Short (prior month May 14, 2020) 4",5.16M
18,Forward Annual Dividend Rate 4,3.52
19,Forward Annual Dividend Yield 4,3.40%
20,Trailing Annual Dividend Rate 3,3.52
21,Trailing Annual Dividend Yield 3,3.40%
22,5 Year Average Dividend Yield 4,2.63
23,Payout Ratio 4,51.02%
24,Dividend Date 3,"May 31, 2020"
25,Ex-Dividend Date 4,"May 13, 2020"
26,Last Split Factor 2,0:1
27,Last Split Date 3,"Jun 02, 2002"
28,Fiscal Year Ends,"Apr 29, 2020"
29,Most Recent Quarter (mrq),"Apr 29, 2020"
30,Profit Margin,9.99%
31,Operating Margin (ttm),16.56%
32,Return on Assets (ttm),4.79%
33,Return on Equity (ttm),9.65%
34,Revenue (ttm),7.8B
35,Revenue Per Share (ttm),68.43
36,Quarterly Revenue Growth (yoy),10.00%
37,Gross Profit (ttm),3B
38,EBITDA,1.74B
39,Net Income Avi to Common (ttm),779.5M
40,Diluted EPS (ttm),6.84
41,Quarterly Earnings Growth (yoy),216.50%
42,Total Cash (mrq),391.1M
43,Total Cash Per Share (mrq),3.43
44,Total Debt (mrq),5.78B
45,Total Debt/Equity (mrq),70.61
46,Current Ratio (mrq),1.24
47,Book Value Per Share (mrq),71.80
48,Operating Cash Flow (ttm),1.25B
49,Levered Free Cash Flow (ttm),1.07B
