,Attribute,Value
0,Beta (5Y Monthly),0.31
1,52-Week Change 3,-7.62%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,121.08
4,52 Week Low 3,77.92
5,50-Day Moving Average 3,100.91
6,200-Day Moving Average 3,105.25
7,Avg Vol (3 month) 3,983.4k
8,Avg Vol (10 day) 3,621.22k
9,Shares Outstanding 5,122.31M
10,Float,120.9M
11,% Held by Insiders 1,1.11%
12,% Held by Institutions 1,87.74%
13,"Shares Short (Jun 14, 2020) 4",5.84M
14,"Short Ratio (Jun 14, 2020) 4",5.07
15,"Short % of Float (Jun 14, 2020) 4",6.14%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",4.77%
17,"Shares Short (prior month May 14, 2020) 4",4.86M
18,Forward Annual Dividend Rate 4,2.3
19,Forward Annual Dividend Yield 4,2.35%
20,Trailing Annual Dividend Rate 3,2.20
21,Trailing Annual Dividend Yield 3,2.25%
22,5 Year Average Dividend Yield 4,2.17
23,Payout Ratio 4,48.25%
24,Dividend Date 3,"Jun 07, 2020"
25,Ex-Dividend Date 4,"May 21, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"May 16, 1994"
28,Fiscal Year Ends,"Sep 29, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,20.02%
31,Operating Margin (ttm),28.56%
32,Return on Assets (ttm),3.63%
33,Return on Equity (ttm),9.43%
34,Revenue (ttm),2.78B
35,Revenue Per Share (ttm),23.12
36,Quarterly Revenue Growth (yoy),-10.70%
37,Gross Profit (ttm),1.41B
38,EBITDA,1.2B
39,Net Income Avi to Common (ttm),556.76M
40,Diluted EPS (ttm),4.62
41,Quarterly Earnings Growth (yoy),11.50%
42,Total Cash (mrq),320.1M
43,Total Cash Per Share (mrq),2.62
44,Total Debt (mrq),4.76B
45,Total Debt/Equity (mrq),75.50
46,Current Ratio (mrq),0.89
47,Book Value Per Share (mrq),51.54
48,Operating Cash Flow (ttm),1.04B
49,Levered Free Cash Flow (ttm),-1.03B
