,Attribute,Value
0,Beta (5Y Monthly),1.84
1,52-Week Change 3,-1.14%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,180.85
4,52 Week Low 3,80.01
5,50-Day Moving Average 3,148.47
6,200-Day Moving Average 3,139.40
7,Avg Vol (3 month) 3,1.07M
8,Avg Vol (10 day) 3,736.18k
9,Shares Outstanding 5,122.34M
10,Float,121.88M
11,% Held by Insiders 1,0.25%
12,% Held by Institutions 1,88.02%
13,"Shares Short (Jun 14, 2020) 4",3.09M
14,"Short Ratio (Jun 14, 2020) 4",2.72
15,"Short % of Float (Jun 14, 2020) 4",2.84%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.52%
17,"Shares Short (prior month May 14, 2020) 4",3.33M
18,Forward Annual Dividend Rate 4,4.16
19,Forward Annual Dividend Yield 4,2.90%
20,Trailing Annual Dividend Rate 3,3.88
21,Trailing Annual Dividend Yield 3,2.71%
22,5 Year Average Dividend Yield 4,2.55
23,Payout Ratio 4,14.38%
24,Dividend Date 3,"May 28, 2020"
25,Ex-Dividend Date 4,"May 14, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,27.69%
31,Operating Margin (ttm),37.50%
32,Return on Assets (ttm),2.06%
33,Return on Equity (ttm),56.38%
34,Revenue (ttm),12.76B
35,Revenue Per Share (ttm),97.43
36,Quarterly Revenue Growth (yoy),-4.00%
37,Gross Profit (ttm),6.33B
38,EBITDA,4.97B
39,Net Income Avi to Common (ttm),3.53B
40,Diluted EPS (ttm),26.57
41,Quarterly Earnings Growth (yoy),415.40%
42,Total Cash (mrq),11.93B
43,Total Cash Per Share (mrq),97.49
44,Total Debt (mrq),5.16B
45,Total Debt/Equity (mrq),77.07
46,Current Ratio (mrq),2.68
47,Book Value Per Share (mrq),54.71
48,Operating Cash Flow (ttm),7.06B
49,Levered Free Cash Flow (ttm),5.48B
