,Attribute,Value
0,Beta (5Y Monthly),0.56
1,52-Week Change 3,-10.56%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,142.61
4,52 Week Low 3,76.27
5,50-Day Moving Average 3,105.02
6,200-Day Moving Average 3,113.15
7,Avg Vol (3 month) 3,523.06k
8,Avg Vol (10 day) 3,433.93k
9,Shares Outstanding 5,59.65M
10,Float,59.01M
11,% Held by Insiders 1,0.84%
12,% Held by Institutions 1,98.12%
13,"Shares Short (Jun 14, 2020) 4",2.65M
14,"Short Ratio (Jun 14, 2020) 4",4.71
15,"Short % of Float (Jun 14, 2020) 4",5.07%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",4.45%
17,"Shares Short (prior month May 14, 2020) 4",2.76M
18,Forward Annual Dividend Rate 4,2.52
19,Forward Annual Dividend Yield 4,2.58%
20,Trailing Annual Dividend Rate 3,2.46
21,Trailing Annual Dividend Yield 3,2.52%
22,5 Year Average Dividend Yield 4,2.11
23,Payout Ratio 4,42.78%
24,Dividend Date 3,"Jun 15, 2020"
25,Ex-Dividend Date 4,"Aug 27, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,3.70%
31,Operating Margin (ttm),6.28%
32,Return on Assets (ttm),0.92%
33,Return on Equity (ttm),6.89%
34,Revenue (ttm),10.05B
35,Revenue Per Share (ttm),163.60
36,Quarterly Revenue Growth (yoy),5.30%
37,Gross Profit (ttm),934.3M
38,EBITDA,761.1M
39,Net Income Avi to Common (ttm),352.9M
40,Diluted EPS (ttm),5.71
41,Quarterly Earnings Growth (yoy),-6.60%
42,Total Cash (mrq),2.26B
43,Total Cash Per Share (mrq),37.83
44,Total Debt (mrq),3.82B
45,Total Debt/Equity (mrq),70.95
46,Current Ratio (mrq),0.60
47,Book Value Per Share (mrq),89.89
48,Operating Cash Flow (ttm),1.04B
49,Levered Free Cash Flow (ttm),1.26B
