,Attribute,Value
0,Beta (5Y Monthly),1.37
1,52-Week Change 3,-16.30%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,219.88
4,52 Week Low 3,112.62
5,50-Day Moving Average 3,178.39
6,200-Day Moving Average 3,177.30
7,Avg Vol (3 month) 3,1.49M
8,Avg Vol (10 day) 3,1.26M
9,Shares Outstanding 5,256.18M
10,Float,255.71M
11,% Held by Insiders 1,0.12%
12,% Held by Institutions 1,76.23%
13,"Shares Short (Jun 14, 2020) 4",3.01M
14,"Short Ratio (Jun 14, 2020) 4",2
15,"Short % of Float (Jun 14, 2020) 4",1.18%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.18%
17,"Shares Short (prior month May 14, 2020) 4",3.55M
18,Forward Annual Dividend Rate 4,3.76
19,Forward Annual Dividend Yield 4,2.20%
20,Trailing Annual Dividend Rate 3,3.68
21,Trailing Annual Dividend Yield 3,2.15%
22,5 Year Average Dividend Yield 4,2.13
23,Payout Ratio 4,39.96%
24,Dividend Date 3,"Jun 09, 2020"
25,Ex-Dividend Date 4,"May 06, 2020"
26,Last Split Factor 2,3:1
27,Last Split Date 3,"Oct 09, 1997"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,21.89%
31,Operating Margin (ttm),36.50%
32,Return on Assets (ttm),6.79%
33,Return on Equity (ttm),16.06%
34,Revenue (ttm),11.08B
35,Revenue Per Share (ttm),42.49
36,Quarterly Revenue Growth (yoy),-7.60%
37,Gross Profit (ttm),5.19B
38,EBITDA,5.19B
39,Net Income Avi to Common (ttm),2.42B
40,Diluted EPS (ttm),9.22
41,Quarterly Earnings Growth (yoy),-43.70%
42,Total Cash (mrq),608M
43,Total Cash Per Share (mrq),2.37
44,Total Debt (mrq),12.49B
45,Total Debt/Equity (mrq),83.89
46,Current Ratio (mrq),0.89
47,Book Value Per Share (mrq),58.10
48,Operating Cash Flow (ttm),3.97B
49,Levered Free Cash Flow (ttm),1.41B
