,Attribute,Value
0,Beta (5Y Monthly),0.94
1,52-Week Change 3,-14.50%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,90.54
4,52 Week Low 3,47.87
5,50-Day Moving Average 3,74.46
6,200-Day Moving Average 3,74.88
7,Avg Vol (3 month) 3,2.38M
8,Avg Vol (10 day) 3,2.47M
9,Shares Outstanding 5,358.8M
10,Float,320.17M
11,% Held by Insiders 1,10.76%
12,% Held by Institutions 1,70.51%
13,"Shares Short (Jun 14, 2020) 4",10.72M
14,"Short Ratio (Jun 14, 2020) 4",4.55
15,"Short % of Float (Jun 14, 2020) 4",3.35%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.99%
17,"Shares Short (prior month May 14, 2020) 4",12.51M
18,Forward Annual Dividend Rate 4,2.48
19,Forward Annual Dividend Yield 4,3.40%
20,Trailing Annual Dividend Rate 3,2.48
21,Trailing Annual Dividend Yield 3,3.40%
22,5 Year Average Dividend Yield 4,3.07
23,Payout Ratio 4,81.58%
24,Dividend Date 3,"May 27, 2020"
25,Ex-Dividend Date 4,"May 13, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"May 22, 2000"
28,Fiscal Year Ends,"May 30, 2019"
29,Most Recent Quarter (mrq),"Feb 28, 2020"
30,Profit Margin,26.98%
31,Operating Margin (ttm),36.06%
32,Return on Assets (ttm),9.33%
33,Return on Equity (ttm),41.35%
34,Revenue (ttm),4.11B
35,Revenue Per Share (ttm),11.44
36,Quarterly Revenue Growth (yoy),6.80%
37,Gross Profit (ttm),2.59B
38,EBITDA,1.69B
39,Net Income Avi to Common (ttm),1.11B
40,Diluted EPS (ttm),3.07
41,Quarterly Earnings Growth (yoy),9.20%
42,Total Cash (mrq),853.8M
43,Total Cash Per Share (mrq),2.38
44,Total Debt (mrq),990.6M
45,Total Debt/Equity (mrq),35.89
46,Current Ratio (mrq),1.18
47,Book Value Per Share (mrq),7.69
48,Operating Cash Flow (ttm),1.3B
49,Levered Free Cash Flow (ttm),1.08B
