,Attribute,Value
0,Beta (5Y Monthly),1.06
1,52-Week Change 3,-13.47%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,147.20
4,52 Week Low 3,92.14
5,50-Day Moving Average 3,128.55
6,200-Day Moving Average 3,125.51
7,Avg Vol (3 month) 3,916.6k
8,Avg Vol (10 day) 3,853.48k
9,Shares Outstanding 5,106.93M
10,Float,82.4M
11,% Held by Insiders 1,0.30%
12,% Held by Institutions 1,104.83%
13,"Shares Short (Jun 14, 2020) 4",13.6M
14,"Short Ratio (Jun 14, 2020) 4",13.77
15,"Short % of Float (Jun 14, 2020) 4",19.20%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",12.72%
17,"Shares Short (prior month May 14, 2020) 4",14.63M
18,Forward Annual Dividend Rate 4,3
19,Forward Annual Dividend Yield 4,2.45%
20,Trailing Annual Dividend Rate 3,2.98
21,Trailing Annual Dividend Yield 3,2.44%
22,5 Year Average Dividend Yield 4,1.99
23,Payout Ratio 4,71.12%
24,Dividend Date 3,"Jul 05, 2020"
25,Ex-Dividend Date 4,"Jun 23, 2020"
26,Last Split Factor 2,3:1
27,Last Split Date 3,"Jan 19, 1994"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,9.09%
31,Operating Margin (ttm),15.58%
32,Return on Assets (ttm),3.90%
33,Return on Equity (ttm),7.80%
34,Revenue (ttm),5.19B
35,Revenue Per Share (ttm),46.33
36,Quarterly Revenue Growth (yoy),3.80%
37,Gross Profit (ttm),2.12B
38,EBITDA,1.13B
39,Net Income Avi to Common (ttm),473.99M
40,Diluted EPS (ttm),4.19
41,Quarterly Earnings Growth (yoy),14.50%
42,Total Cash (mrq),433.25M
43,Total Cash Per Share (mrq),4.05
44,Total Debt (mrq),4.33B
45,Total Debt/Equity (mrq),72.90
46,Current Ratio (mrq),1.98
47,Book Value Per Share (mrq),54.56
48,Operating Cash Flow (ttm),668.68M
49,Levered Free Cash Flow (ttm),622.88M
