,Attribute,Value
0,Beta (5Y Monthly),0.92
1,52-Week Change 3,6.63%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,214.17
4,52 Week Low 3,133.93
5,50-Day Moving Average 3,194.37
6,200-Day Moving Average 3,186.06
7,Avg Vol (3 month) 3,9.59M
8,Avg Vol (10 day) 3,7.64M
9,Shares Outstanding 5,1.69B
10,Float,1.69B
11,% Held by Insiders 1,0.20%
12,% Held by Institutions 1,98.06%
13,"Shares Short (Jun 14, 2020) 4",32.89M
14,"Short Ratio (Jun 14, 2020) 4",3.72
15,"Short % of Float (Jun 14, 2020) 4",1.95%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.54%
17,"Shares Short (prior month May 14, 2020) 4",32.2M
18,Forward Annual Dividend Rate 4,1.2
19,Forward Annual Dividend Yield 4,0.62%
20,Trailing Annual Dividend Rate 3,1.15
21,Trailing Annual Dividend Yield 3,0.60%
22,5 Year Average Dividend Yield 4,0.63
23,Payout Ratio 4,19.78%
24,Dividend Date 3,"Jun 01, 2020"
25,Ex-Dividend Date 4,"May 12, 2020"
26,Last Split Factor 2,4:1
27,Last Split Date 3,"Mar 18, 2015"
28,Fiscal Year Ends,"Sep 29, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,52.26%
31,Operating Margin (ttm),66.98%
32,Return on Assets (ttm),14.02%
33,Return on Equity (ttm),36.25%
34,Revenue (ttm),23.89B
35,Revenue Per Share (ttm),11.05
36,Quarterly Revenue Growth (yoy),6.60%
37,Gross Profit (ttm),22.26B
38,EBITDA,16.35B
39,Net Income Avi to Common (ttm),12.03B
40,Diluted EPS (ttm),5.56
41,Quarterly Earnings Growth (yoy),3.60%
42,Total Cash (mrq),12.15B
43,Total Cash Per Share (mrq),5.71
44,Total Debt (mrq),18.48B
45,Total Debt/Equity (mrq),53.43
46,Current Ratio (mrq),1.25
47,Book Value Per Share (mrq),13.64
48,Operating Cash Flow (ttm),12.77B
49,Levered Free Cash Flow (ttm),9.7B
