,Attribute,Value
0,Beta (5Y Monthly),0.77
1,52-Week Change 3,1.20%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,168.98
4,52 Week Low 3,105.69
5,50-Day Moving Average 3,155.92
6,200-Day Moving Average 3,151.04
7,Avg Vol (3 month) 3,616.51k
8,Avg Vol (10 day) 3,566.97k
9,Shares Outstanding 5,84.95M
10,Float,84.46M
11,% Held by Insiders 1,1.18%
12,% Held by Institutions 1,91.92%
13,"Shares Short (Jun 14, 2020) 4",1.24M
14,"Short Ratio (Jun 14, 2020) 4",2.24
15,"Short % of Float (Jun 14, 2020) 4",1.65%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.46%
17,"Shares Short (prior month May 14, 2020) 4",1.27M
18,Forward Annual Dividend Rate 4,1.48
19,Forward Annual Dividend Yield 4,0.98%
20,Trailing Annual Dividend Rate 3,1.45
21,Trailing Annual Dividend Yield 3,0.96%
22,5 Year Average Dividend Yield 4,1.24
23,Payout Ratio 4,30.46%
24,Dividend Date 3,"Jun 25, 2020"
25,Ex-Dividend Date 4,"Jun 10, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 24, 1998"
28,Fiscal Year Ends,"Mar 30, 2020"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,13.45%
31,Operating Margin (ttm),18.09%
32,Return on Assets (ttm),6.53%
33,Return on Equity (ttm),12.37%
34,Revenue (ttm),3.03B
35,Revenue Per Share (ttm),35.75
36,Quarterly Revenue Growth (yoy),7.10%
37,Gross Profit (ttm),1.32B
38,EBITDA,745.58M
39,Net Income Avi to Common (ttm),407.6M
40,Diluted EPS (ttm),4.76
41,Quarterly Earnings Growth (yoy),13.40%
42,Total Cash (mrq),319.58M
43,Total Cash Per Share (mrq),3.76
44,Total Debt (mrq),1.28B
45,Total Debt/Equity (mrq),37.70
46,Current Ratio (mrq),2.40
47,Book Value Per Share (mrq),39.96
48,Operating Cash Flow (ttm),590.56M
49,Levered Free Cash Flow (ttm),286.6M
