,Attribute,Value
0,Beta (5Y Monthly),1.25
1,52-Week Change 3,-32.99%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,17.22
4,52 Week Low 3,9.37
5,50-Day Moving Average 3,11.84
6,200-Day Moving Average 3,13.22
7,Avg Vol (3 month) 3,4.14M
8,Avg Vol (10 day) 3,4.21M
9,Shares Outstanding 5,424.66M
10,Float,415.42M
11,% Held by Insiders 1,0.65%
12,% Held by Institutions 1,81.01%
13,"Shares Short (Jun 14, 2020) 4",16.65M
14,"Short Ratio (Jun 14, 2020) 4",3.89
15,"Short % of Float (Jun 14, 2020) 4",5.18%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.92%
17,"Shares Short (prior month May 14, 2020) 4",18.6M
18,Forward Annual Dividend Rate 4,0.72
19,Forward Annual Dividend Yield 4,6.92%
20,Trailing Annual Dividend Rate 3,0.71
21,Trailing Annual Dividend Yield 3,6.83%
22,5 Year Average Dividend Yield 4,4.24
23,Payout Ratio 4,55.91%
24,Dividend Date 3,"May 14, 2020"
25,Ex-Dividend Date 4,"Apr 29, 2020"
26,Last Split Factor 2,21:10
27,Last Split Date 3,"Apr 15, 2007"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,28.56%
31,Operating Margin (ttm),42.45%
32,Return on Assets (ttm),0.99%
33,Return on Equity (ttm),7.47%
34,Revenue (ttm),1.88B
35,Revenue Per Share (ttm),4.60
36,Quarterly Revenue Growth (yoy),15.30%
37,Gross Profit (ttm),1.81B
38,EBITDA,
39,Net Income Avi to Common (ttm),521.9M
40,Diluted EPS (ttm),1.27
41,Quarterly Earnings Growth (yoy),13.80%
42,Total Cash (mrq),2.2B
43,Total Cash Per Share (mrq),5.25
44,Total Debt (mrq),7.43B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),
47,Book Value Per Share (mrq),17.87
48,Operating Cash Flow (ttm),478.1M
49,Levered Free Cash Flow (ttm),
