,Attribute,Value
0,Beta (5Y Monthly),0.36
1,52-Week Change 3,16.28%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,186.10
4,52 Week Low 3,112.23
5,50-Day Moving Average 3,175.24
6,200-Day Moving Average 3,161.48
7,Avg Vol (3 month) 3,722.47k
8,Avg Vol (10 day) 3,477.55k
9,Shares Outstanding 5,123.94M
10,Float,130.91M
11,% Held by Insiders 1,0.07%
12,% Held by Institutions 1,85.06%
13,"Shares Short (Jun 14, 2020) 4",2.72M
14,"Short Ratio (Jun 14, 2020) 4",3.56
15,"Short % of Float (Jun 14, 2020) 4",
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.04%
17,"Shares Short (prior month May 14, 2020) 4",3.62M
18,Forward Annual Dividend Rate 4,2.48
19,Forward Annual Dividend Yield 4,1.35%
20,Trailing Annual Dividend Rate 3,2.38
21,Trailing Annual Dividend Yield 3,1.29%
22,5 Year Average Dividend Yield 4,1.68
23,Payout Ratio 4,42.81%
24,Dividend Date 3,"Jul 19, 2020"
25,Ex-Dividend Date 4,"Jul 01, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Apr 08, 2002"
28,Fiscal Year Ends,"Nov 29, 2019"
29,Most Recent Quarter (mrq),"May 30, 2020"
30,Profit Margin,13.74%
31,Operating Margin (ttm),19.06%
32,Return on Assets (ttm),6.21%
33,Return on Equity (ttm),21.18%
34,Revenue (ttm),5.43B
35,Revenue Per Share (ttm),40.82
36,Quarterly Revenue Growth (yoy),7.60%
37,Gross Profit (ttm),2.15B
38,EBITDA,1.18B
39,Net Income Avi to Common (ttm),745.9M
40,Diluted EPS (ttm),5.56
41,Quarterly Earnings Growth (yoy),31.10%
42,Total Cash (mrq),185M
43,Total Cash Per Share (mrq),1.39
44,Total Debt (mrq),4.43B
45,Total Debt/Equity (mrq),120.94
46,Current Ratio (mrq),1.02
47,Book Value Per Share (mrq),27.40
48,Operating Cash Flow (ttm),988.1M
49,Levered Free Cash Flow (ttm),647.92M
