,Attribute,Value
0,Beta (5Y Monthly),0.36
1,52-Week Change 3,9.89%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,99.42
4,52 Week Low 3,60.69
5,50-Day Moving Average 3,84.03
6,200-Day Moving Average 3,85.20
7,Avg Vol (3 month) 3,1.83M
8,Avg Vol (10 day) 3,1.21M
9,Shares Outstanding 5,342.54M
10,Float,335.69M
11,% Held by Insiders 1,0.35%
12,% Held by Institutions 1,85.40%
13,"Shares Short (Jun 14, 2020) 4",9.47M
14,"Short Ratio (Jun 14, 2020) 4",4.97
15,"Short % of Float (Jun 14, 2020) 4",3.15%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.77%
17,"Shares Short (prior month May 14, 2020) 4",9.31M
18,Forward Annual Dividend Rate 4,2.27
19,Forward Annual Dividend Yield 4,2.68%
20,Trailing Annual Dividend Rate 3,2.17
21,Trailing Annual Dividend Yield 3,2.57%
22,5 Year Average Dividend Yield 4,3.00
23,Payout Ratio 4,76.23%
24,Dividend Date 3,"Jun 29, 2020"
25,Ex-Dividend Date 4,"May 18, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Apr 29, 2013"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,11.02%
31,Operating Margin (ttm),22.53%
32,Return on Assets (ttm),2.96%
33,Return on Equity (ttm),7.49%
34,Revenue (ttm),8.48B
35,Revenue Per Share (ttm),26.12
36,Quarterly Revenue Growth (yoy),-1.70%
37,Gross Profit (ttm),4.12B
38,EBITDA,2.82B
39,Net Income Avi to Common (ttm),935.13M
40,Diluted EPS (ttm),2.86
41,Quarterly Earnings Growth (yoy),8.40%
42,Total Cash (mrq),47.42M
43,Total Cash Per Share (mrq),0.14
44,Total Debt (mrq),15.65B
45,Total Debt/Equity (mrq),117.12
46,Current Ratio (mrq),0.75
47,Book Value Per Share (mrq),39.27
48,Operating Cash Flow (ttm),2.05B
49,Levered Free Cash Flow (ttm),-1.35B
