,Attribute,Value
0,Beta (5Y Monthly),2.75
1,52-Week Change 3,-67.43%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,59.78
4,52 Week Low 3,7.03
5,50-Day Moving Average 3,17.99
6,200-Day Moving Average 3,27.67
7,Avg Vol (3 month) 3,62.09M
8,Avg Vol (10 day) 3,34.96M
9,Shares Outstanding 5,256.35M
10,Float,254.48M
11,% Held by Insiders 1,0.81%
12,% Held by Institutions 1,92.00%
13,"Shares Short (Jun 14, 2020) 4",44.69M
14,"Short Ratio (Jun 14, 2020) 4",0.52
15,"Short % of Float (Jun 14, 2020) 4",19.32%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",17.43%
17,"Shares Short (prior month May 14, 2020) 4",46.08M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-16.95%
31,Operating Margin (ttm),12.84%
32,Return on Assets (ttm),3.14%
33,Return on Equity (ttm),-20.80%
34,Revenue (ttm),6.31B
35,Revenue Per Share (ttm),29.46
36,Quarterly Revenue Growth (yoy),-11.20%
37,Gross Profit (ttm),2.8B
38,EBITDA,1.48B
39,Net Income Avi to Common (ttm),-1.07B
40,Diluted EPS (ttm),-4.99
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),1.36B
43,Total Cash Per Share (mrq),5.31
44,Total Debt (mrq),8.84B
45,Total Debt/Equity (mrq),202.14
46,Current Ratio (mrq),0.57
47,Book Value Per Share (mrq),20.39
48,Operating Cash Flow (ttm),1.24B
49,Levered Free Cash Flow (ttm),-831.42M
