,Attribute,Value
0,Beta (5Y Monthly),0.40
1,52-Week Change 3,7.28%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,128.09
4,52 Week Low 3,94.34
5,50-Day Moving Average 3,118.24
6,200-Day Moving Average 3,118.70
7,Avg Vol (3 month) 3,8.54M
8,Avg Vol (10 day) 3,6.27M
9,Shares Outstanding 5,2.47B
10,Float,2.47B
11,% Held by Insiders 1,0.11%
12,% Held by Institutions 1,65.03%
13,"Shares Short (Jun 14, 2020) 4",16.62M
14,"Short Ratio (Jun 14, 2020) 4",2.22
15,"Short % of Float (Jun 14, 2020) 4",0.68%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.67%
17,"Shares Short (prior month May 14, 2020) 4",18.71M
18,Forward Annual Dividend Rate 4,3.16
19,Forward Annual Dividend Yield 4,2.58%
20,Trailing Annual Dividend Rate 3,2.98
21,Trailing Annual Dividend Yield 3,2.44%
22,5 Year Average Dividend Yield 4,3.05
23,Payout Ratio 4,162.15%
24,Dividend Date 3,"May 14, 2020"
25,Ex-Dividend Date 4,"Apr 22, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 20, 2004"
28,Fiscal Year Ends,"Jun 29, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,7.09%
31,Operating Margin (ttm),22.80%
32,Return on Assets (ttm),8.35%
33,Return on Equity (ttm),10.01%
34,Revenue (ttm),70.35B
35,Revenue Per Share (ttm),28.20
36,Quarterly Revenue Growth (yoy),4.60%
37,Gross Profit (ttm),33.44B
38,EBITDA,19.06B
39,Net Income Avi to Common (ttm),4.73B
40,Diluted EPS (ttm),1.86
41,Quarterly Earnings Growth (yoy),6.30%
42,Total Cash (mrq),15.39B
43,Total Cash Per Share (mrq),6.22
44,Total Debt (mrq),36.9B
45,Total Debt/Equity (mrq),80.32
46,Current Ratio (mrq),0.82
47,Book Value Per Share (mrq),18.03
48,Operating Cash Flow (ttm),16.75B
49,Levered Free Cash Flow (ttm),11.33B
