,Attribute,Value
0,Beta (5Y Monthly),1.14
1,52-Week Change 3,-0.84%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,209.62
4,52 Week Low 3,105.54
5,50-Day Moving Average 3,176.55
6,200-Day Moving Average 3,174.45
7,Avg Vol (3 month) 3,1.99M
8,Avg Vol (10 day) 3,1.68M
9,Shares Outstanding 5,299.01M
10,Float,296.99M
11,% Held by Insiders 1,0.80%
12,% Held by Institutions 1,91.36%
13,"Shares Short (Jun 14, 2020) 4",4.96M
14,"Short Ratio (Jun 14, 2020) 4",2.9
15,"Short % of Float (Jun 14, 2020) 4",1.91%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.66%
17,"Shares Short (prior month May 14, 2020) 4",5.12M
18,Forward Annual Dividend Rate 4,0.78
19,Forward Annual Dividend Yield 4,0.48%
20,Trailing Annual Dividend Rate 3,0.60
21,Trailing Annual Dividend Yield 3,0.36%
22,5 Year Average Dividend Yield 4,0.06
23,Payout Ratio 4,21.24%
24,Dividend Date 3,"Jun 25, 2020"
25,Ex-Dividend Date 4,"Jun 10, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Nov 02, 2015"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,7.78%
31,Operating Margin (ttm),19.52%
32,Return on Assets (ttm),2.47%
33,Return on Equity (ttm),3.16%
34,Revenue (ttm),5.93B
35,Revenue Per Share (ttm),25.38
36,Quarterly Revenue Growth (yoy),115.60%
37,Gross Profit (ttm),2.89B
38,EBITDA,2.29B
39,Net Income Avi to Common (ttm),461.85M
40,Diluted EPS (ttm),1.97
41,Quarterly Earnings Growth (yoy),27.80%
42,Total Cash (mrq),1.8B
43,Total Cash Per Share (mrq),6.02
44,Total Debt (mrq),10.17B
45,Total Debt/Equity (mrq),36.96
46,Current Ratio (mrq),1.34
47,Book Value Per Share (mrq),91.37
48,Operating Cash Flow (ttm),1.6B
49,Levered Free Cash Flow (ttm),1.49B
