,Attribute,Value
0,Beta (5Y Monthly),0.86
1,52-Week Change 3,-3.59%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,59.85
4,52 Week Low 3,39.71
5,50-Day Moving Average 3,54.35
6,200-Day Moving Average 3,52.54
7,Avg Vol (3 month) 3,12.83M
8,Avg Vol (10 day) 3,14.15M
9,Shares Outstanding 5,3.15B
10,Float,1.92B
11,% Held by Insiders 1,36.36%
12,% Held by Institutions 1,52.78%
13,"Shares Short (Jun 14, 2020) 4",30.37M
14,"Short Ratio (Jun 14, 2020) 4",2.63
15,"Short % of Float (Jun 14, 2020) 4",1.58%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.99%
17,"Shares Short (prior month May 14, 2020) 4",30.34M
18,Forward Annual Dividend Rate 4,0.96
19,Forward Annual Dividend Yield 4,1.67%
20,Trailing Annual Dividend Rate 3,0.96
21,Trailing Annual Dividend Yield 3,1.67%
22,5 Year Average Dividend Yield 4,1.55
23,Payout Ratio 4,31.17%
24,Dividend Date 3,"Jul 27, 2020"
25,Ex-Dividend Date 4,"Jul 13, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Oct 12, 2000"
28,Fiscal Year Ends,"May 30, 2020"
29,Most Recent Quarter (mrq),"May 30, 2020"
30,Profit Margin,25.94%
31,Operating Margin (ttm),36.22%
32,Return on Assets (ttm),7.89%
33,Return on Equity (ttm),57.78%
34,Revenue (ttm),39.07B
35,Revenue Per Share (ttm),12.17
36,Quarterly Revenue Growth (yoy),-6.30%
37,Gross Profit (ttm),31.13B
38,EBITDA,16.33B
39,Net Income Avi to Common (ttm),10.14B
40,Diluted EPS (ttm),3.08
41,Quarterly Earnings Growth (yoy),-16.70%
42,Total Cash (mrq),43.06B
43,Total Cash Per Share (mrq),14.03
44,Total Debt (mrq),73.71B
45,Total Debt/Equity (mrq),579.63
46,Current Ratio (mrq),3.03
47,Book Value Per Share (mrq),3.94
48,Operating Cash Flow (ttm),13.14B
49,Levered Free Cash Flow (ttm),10.19B
