,Attribute,Value
0,Beta (5Y Monthly),1.40
1,52-Week Change 3,58.45%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,122.36
4,52 Week Low 3,67.54
5,50-Day Moving Average 3,110.40
6,200-Day Moving Average 3,100.71
7,Avg Vol (3 month) 3,1.49M
8,Avg Vol (10 day) 3,913.65k
9,Shares Outstanding 5,114.42M
10,Float,114.06M
11,% Held by Insiders 1,0.47%
12,% Held by Institutions 1,93.23%
13,"Shares Short (Jun 14, 2020) 4",3.14M
14,"Short Ratio (Jun 14, 2020) 4",2.11
15,"Short % of Float (Jun 14, 2020) 4",3.12%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.74%
17,"Shares Short (prior month May 14, 2020) 4",3.62M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,1:4
27,Last Split Date 3,"Jan 01, 2015"
28,Fiscal Year Ends,"Mar 27, 2020"
29,Most Recent Quarter (mrq),"Mar 27, 2020"
30,Profit Margin,10.32%
31,Operating Margin (ttm),16.24%
32,Return on Assets (ttm),5.32%
33,Return on Equity (ttm),7.73%
34,Revenue (ttm),3.24B
35,Revenue Per Share (ttm),27.68
36,Quarterly Revenue Growth (yoy),15.70%
37,Gross Profit (ttm),1.36B
38,EBITDA,969.01M
39,Net Income Avi to Common (ttm),334.32M
40,Diluted EPS (ttm),2.80
41,Quarterly Earnings Growth (yoy),-18.10%
42,Total Cash (mrq),715.4M
43,Total Cash Per Share (mrq),6.24
44,Total Debt (mrq),1.65B
45,Total Debt/Equity (mrq),38.39
46,Current Ratio (mrq),3.14
47,Book Value Per Share (mrq),37.45
48,Operating Cash Flow (ttm),945.65M
49,Levered Free Cash Flow (ttm),724.3M
