,Attribute,Value
0,Beta (5Y Monthly),0.46
1,52-Week Change 3,-18.71%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,52.45
4,52 Week Low 3,30.95
5,50-Day Moving Average 3,39.99
6,200-Day Moving Average 3,41.81
7,Avg Vol (3 month) 3,9.67M
8,Avg Vol (10 day) 3,6.69M
9,Shares Outstanding 5,1.86B
10,Float,1.86B
11,% Held by Insiders 1,0.10%
12,% Held by Institutions 1,64.19%
13,"Shares Short (Jun 14, 2020) 4",12.48M
14,"Short Ratio (Jun 14, 2020) 4",1.18
15,"Short % of Float (Jun 14, 2020) 4",0.67%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.67%
17,"Shares Short (prior month May 14, 2020) 4",16.25M
18,Forward Annual Dividend Rate 4,3.36
19,Forward Annual Dividend Yield 4,8.70%
20,Trailing Annual Dividend Rate 3,3.32
21,Trailing Annual Dividend Yield 3,8.60%
22,5 Year Average Dividend Yield 4,4.83
23,Payout Ratio 4,
24,Dividend Date 3,"Jul 09, 2020"
25,Ex-Dividend Date 4,"Jun 11, 2020"
26,Last Split Factor 2,3:1
27,Last Split Date 3,"Apr 10, 1997"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-4.21%
31,Operating Margin (ttm),55.17%
32,Return on Assets (ttm),12.61%
33,Return on Equity (ttm),-8.36%
34,Revenue (ttm),20.45B
35,Revenue Per Share (ttm),10.97
36,Quarterly Revenue Growth (yoy),15.00%
37,Gross Profit (ttm),12.71B
38,EBITDA,11.52B
39,Net Income Avi to Common (ttm),-868M
40,Diluted EPS (ttm),-0.48
41,Quarterly Earnings Growth (yoy),38.60%
42,Total Cash (mrq),5.62B
43,Total Cash Per Share (mrq),3.02
44,Total Debt (mrq),29.97B
45,Total Debt/Equity (mrq),449.00
46,Current Ratio (mrq),0.71
47,Book Value Per Share (mrq),3.52
48,Operating Cash Flow (ttm),8.68B
49,Levered Free Cash Flow (ttm),7.07B
