,Attribute,Value
0,Beta (5Y Monthly),1.84
1,52-Week Change 3,-50.30%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,104.88
4,52 Week Low 3,33.13
5,50-Day Moving Average 3,56.14
6,200-Day Moving Average 3,62.44
7,Avg Vol (3 month) 3,2.69M
8,Avg Vol (10 day) 3,1.99M
9,Shares Outstanding 5,196.7M
10,Float,192.94M
11,% Held by Insiders 1,1.08%
12,% Held by Institutions 1,96.85%
13,"Shares Short (Jun 14, 2020) 4",6.08M
14,"Short Ratio (Jun 14, 2020) 4",2.16
15,"Short % of Float (Jun 14, 2020) 4",4.94%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.09%
17,"Shares Short (prior month May 14, 2020) 4",7.79M
18,Forward Annual Dividend Rate 4,0.8
19,Forward Annual Dividend Yield 4,1.58%
20,Trailing Annual Dividend Rate 3,0.57
21,Trailing Annual Dividend Yield 3,1.21%
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,
24,Dividend Date 3,"Jun 25, 2020"
25,Ex-Dividend Date 4,"May 06, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-224.22%
31,Operating Margin (ttm),-210.28%
32,Return on Assets (ttm),-27.37%
33,Return on Equity (ttm),-70.25%
34,Revenue (ttm),4.14B
35,Revenue Per Share (ttm),20.92
36,Quarterly Revenue Growth (yoy),-16.20%
37,Gross Profit (ttm),3.48B
38,EBITDA,4.81B
39,Net Income Avi to Common (ttm),-9.29B
40,Diluted EPS (ttm),-46.90
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),165M
43,Total Cash Per Share (mrq),0.85
44,Total Debt (mrq),3.96B
45,Total Debt/Equity (mrq),47.21
46,Current Ratio (mrq),2.16
47,Book Value Per Share (mrq),42.92
48,Operating Cash Flow (ttm),3.05B
49,Levered Free Cash Flow (ttm),3.57B
