,Attribute,Value
0,Beta (5Y Monthly),0.89
1,52-Week Change 3,-38.36%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,57.18
4,52 Week Low 3,23.07
5,50-Day Moving Average 3,36.76
6,200-Day Moving Average 3,40.93
7,Avg Vol (3 month) 3,3.97M
8,Avg Vol (10 day) 3,3.26M
9,Shares Outstanding 5,717.51M
10,Float,664.84M
11,% Held by Insiders 1,8.52%
12,% Held by Institutions 1,64.68%
13,"Shares Short (Jun 14, 2020) 4",7.98M
14,"Short Ratio (Jun 14, 2020) 4",1.64
15,"Short % of Float (Jun 14, 2020) 4",1.12%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.11%
17,"Shares Short (prior month May 14, 2020) 4",10.56M
18,Forward Annual Dividend Rate 4,1.12
19,Forward Annual Dividend Yield 4,3.30%
20,Trailing Annual Dividend Rate 3,1.09
21,Trailing Annual Dividend Yield 3,3.21%
22,5 Year Average Dividend Yield 4,2.29
23,Payout Ratio 4,27.39%
24,Dividend Date 3,"May 31, 2020"
25,Ex-Dividend Date 4,"May 18, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Mar 18, 2018"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,13.49%
31,Operating Margin (ttm),19.02%
32,Return on Assets (ttm),1.74%
33,Return on Equity (ttm),11.22%
34,Revenue (ttm),21.81B
35,Revenue Per Share (ttm),29.65
36,Quarterly Revenue Growth (yoy),-8.80%
37,Gross Profit (ttm),7.76B
38,EBITDA,4.19B
39,Net Income Avi to Common (ttm),2.94B
40,Diluted EPS (ttm),3.98
41,Quarterly Earnings Growth (yoy),-39.00%
42,Total Cash (mrq),5.06B
43,Total Cash Per Share (mrq),7.05
44,Total Debt (mrq),9.73B
45,Total Debt/Equity (mrq),36.84
46,Current Ratio (mrq),0.47
47,Book Value Per Share (mrq),36.75
48,Operating Cash Flow (ttm),5.33B
49,Levered Free Cash Flow (ttm),2.45B
