,Attribute,Value
0,Beta (5Y Monthly),3.40
1,52-Week Change 3,-60.31%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,14.39
4,52 Week Low 3,3.02
5,50-Day Moving Average 3,6.21
6,200-Day Moving Average 3,7.45
7,Avg Vol (3 month) 3,39.42M
8,Avg Vol (10 day) 3,28.53M
9,Shares Outstanding 5,790.31M
10,Float,787.72M
11,% Held by Insiders 1,0.33%
12,% Held by Institutions 1,87.78%
13,"Shares Short (Jun 14, 2020) 4",45.68M
14,"Short Ratio (Jun 14, 2020) 4",1.05
15,"Short % of Float (Jun 14, 2020) 4",7.48%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",5.78%
17,"Shares Short (prior month May 14, 2020) 4",65.37M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,0.15
21,Trailing Annual Dividend Yield 3,2.85%
22,5 Year Average Dividend Yield 4,2.19
23,Payout Ratio 4,62.50%
24,Dividend Date 3,"Mar 09, 2020"
25,Ex-Dividend Date 4,"Feb 17, 2020"
26,Last Split Factor 2,10000:5965
27,Last Split Date 3,"Jun 30, 2011"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,5.28%
31,Operating Margin (ttm),12.03%
32,Return on Assets (ttm),1.80%
33,Return on Equity (ttm),2.15%
34,Revenue (ttm),4.92B
35,Revenue Per Share (ttm),6.12
36,Quarterly Revenue Growth (yoy),-16.50%
37,Gross Profit (ttm),3.81B
38,EBITDA,3.18B
39,Net Income Avi to Common (ttm),260M
40,Diluted EPS (ttm),0.32
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),817M
43,Total Cash Per Share (mrq),1.03
44,Total Debt (mrq),5.69B
45,Total Debt/Equity (mrq),47.59
46,Current Ratio (mrq),1.32
47,Book Value Per Share (mrq),15.12
48,Operating Cash Flow (ttm),2.94B
49,Levered Free Cash Flow (ttm),532.62M
