,Attribute,Value
0,Beta (5Y Monthly),
1,52-Week Change 3,-5.20%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,32.78
4,52 Week Low 3,20.38
5,50-Day Moving Average 3,27.38
6,200-Day Moving Average 3,26.83
7,Avg Vol (3 month) 3,4.4M
8,Avg Vol (10 day) 3,4.3M
9,Shares Outstanding 5,748.37M
10,Float,747.35M
11,% Held by Insiders 1,0.16%
12,% Held by Institutions 1,83.07%
13,"Shares Short (Jun 14, 2020) 4",10.11M
14,"Short Ratio (Jun 14, 2020) 4",2.14
15,"Short % of Float (Jun 14, 2020) 4",1.35%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.35%
17,"Shares Short (prior month May 14, 2020) 4",13.13M
18,Forward Annual Dividend Rate 4,0.52
19,Forward Annual Dividend Yield 4,2.02%
20,Trailing Annual Dividend Rate 3,0.26
21,Trailing Annual Dividend Yield 3,1.01%
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,163.05%
24,Dividend Date 3,"Jun 14, 2020"
25,Ex-Dividend Date 4,"May 13, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-5.91%
31,Operating Margin (ttm),9.16%
32,Return on Assets (ttm),
33,Return on Equity (ttm),0.39%
34,Revenue (ttm),14.41B
35,Revenue Per Share (ttm),19.22
36,Quarterly Revenue Growth (yoy),16.50%
37,Gross Profit (ttm),5.54B
38,EBITDA,2.34B
39,Net Income Avi to Common (ttm),179M
40,Diluted EPS (ttm),-1.28
41,Quarterly Earnings Growth (yoy),65.90%
42,Total Cash (mrq),1.97B
43,Total Cash Per Share (mrq),2.64
44,Total Debt (mrq),2.61B
45,Total Debt/Equity (mrq),10.84
46,Current Ratio (mrq),1.60
47,Book Value Per Share (mrq),32.47
48,Operating Cash Flow (ttm),681M
49,Levered Free Cash Flow (ttm),
