,Attribute,Value
0,Beta (5Y Monthly),1.04
1,52-Week Change 3,28.71%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,110.37
4,52 Week Low 3,62.48
5,50-Day Moving Average 3,100.60
6,200-Day Moving Average 3,87.17
7,Avg Vol (3 month) 3,1.67M
8,Avg Vol (10 day) 3,1.16M
9,Shares Outstanding 5,217.37M
10,Float,183.52M
11,% Held by Insiders 1,0.66%
12,% Held by Institutions 1,92.40%
13,"Shares Short (Jun 14, 2020) 4",7.79M
14,"Short Ratio (Jun 14, 2020) 4",4.74
15,"Short % of Float (Jun 14, 2020) 4",4.24%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.59%
17,"Shares Short (prior month May 14, 2020) 4",6.52M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 31, 2000"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-16.87%
31,Operating Margin (ttm),-14.22%
32,Return on Assets (ttm),-7.20%
33,Return on Equity (ttm),-18.69%
34,Revenue (ttm),2.23B
35,Revenue Per Share (ttm),10.34
36,Quarterly Revenue Growth (yoy),14.20%
37,Gross Profit (ttm),890.4M
38,EBITDA,-262.56M
39,Net Income Avi to Common (ttm),-376.05M
40,Diluted EPS (ttm),-1.75
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),1.3B
43,Total Cash Per Share (mrq),5.99
44,Total Debt (mrq),71.56M
45,Total Debt/Equity (mrq),3.69
46,Current Ratio (mrq),3.41
47,Book Value Per Share (mrq),8.93
48,Operating Cash Flow (ttm),-128.42M
49,Levered Free Cash Flow (ttm),-39.82M
