,Attribute,Value
0,Beta (5Y Monthly),0.94
1,52-Week Change 3,-19.31%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,73.99
4,52 Week Low 3,41.85
5,50-Day Moving Average 3,58.44
6,200-Day Moving Average 3,60.60
7,Avg Vol (3 month) 3,1.93M
8,Avg Vol (10 day) 3,1.63M
9,Shares Outstanding 5,142.76M
10,Float,141.17M
11,% Held by Insiders 1,1.10%
12,% Held by Institutions 1,111.14%
13,"Shares Short (Jun 14, 2020) 4",14.86M
14,"Short Ratio (Jun 14, 2020) 4",8.28
15,"Short % of Float (Jun 14, 2020) 4",13.55%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",10.41%
17,"Shares Short (prior month May 14, 2020) 4",13.68M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,1275:1000
27,Last Split Date 3,"Feb 07, 2019"
28,Fiscal Year Ends,"Dec 27, 2019"
29,Most Recent Quarter (mrq),"Mar 27, 2020"
30,Profit Margin,7.11%
31,Operating Margin (ttm),7.31%
32,Return on Assets (ttm),6.26%
33,Return on Equity (ttm),19.41%
34,Revenue (ttm),10.05B
35,Revenue Per Share (ttm),68.87
36,Quarterly Revenue Growth (yoy),2.90%
37,Gross Profit (ttm),3.09B
38,EBITDA,928.16M
39,Net Income Avi to Common (ttm),712.82M
40,Diluted EPS (ttm),4.85
41,Quarterly Earnings Growth (yoy),18.70%
42,Total Cash (mrq),617.37M
43,Total Cash Per Share (mrq),4.32
44,Total Debt (mrq),1.58B
45,Total Debt/Equity (mrq),40.83
46,Current Ratio (mrq),1.64
47,Book Value Per Share (mrq),20.88
48,Operating Cash Flow (ttm),778.3M
49,Levered Free Cash Flow (ttm),732.51M
