,Attribute,Value
0,Beta (5Y Monthly),1.58
1,52-Week Change 3,-37.82%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,144.00
4,52 Week Low 3,40.76
5,50-Day Moving Average 3,79.93
6,200-Day Moving Average 3,87.37
7,Avg Vol (3 month) 3,4.79M
8,Avg Vol (10 day) 3,3.84M
9,Shares Outstanding 5,135.46M
10,Float,126.33M
11,% Held by Insiders 1,0.70%
12,% Held by Institutions 1,107.95%
13,"Shares Short (Jun 14, 2020) 4",13.14M
14,"Short Ratio (Jun 14, 2020) 4",2.27
15,"Short % of Float (Jun 14, 2020) 4",11.03%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",9.32%
17,"Shares Short (prior month May 14, 2020) 4",13.23M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,1.34
21,Trailing Annual Dividend Yield 3,1.62%
22,5 Year Average Dividend Yield 4,0.96
23,Payout Ratio 4,
24,Dividend Date 3,"Mar 25, 2020"
25,Ex-Dividend Date 4,"Mar 08, 2020"
26,Last Split Factor 2,1:2
27,Last Split Date 3,"Dec 20, 2011"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-5.43%
31,Operating Margin (ttm),6.12%
32,Return on Assets (ttm),2.16%
33,Return on Equity (ttm),-15.42%
34,Revenue (ttm),11.67B
35,Revenue Per Share (ttm),80.22
36,Quarterly Revenue Growth (yoy),-15.30%
37,Gross Profit (ttm),9.9B
38,EBITDA,1.07B
39,Net Income Avi to Common (ttm),-633M
40,Diluted EPS (ttm),-4.36
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),4.1B
43,Total Cash Per Share (mrq),29.07
44,Total Debt (mrq),7.38B
45,Total Debt/Equity (mrq),197.19
46,Current Ratio (mrq),0.80
47,Book Value Per Share (mrq),16.10
48,Operating Cash Flow (ttm),-166M
49,Levered Free Cash Flow (ttm),-1.47B
