,Attribute,Value
0,Beta (5Y Monthly),1.05
1,52-Week Change 3,17.62%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,217.89
4,52 Week Low 3,137.15
5,50-Day Moving Average 3,198.73
6,200-Day Moving Average 3,192.29
7,Avg Vol (3 month) 3,2.55M
8,Avg Vol (10 day) 3,2.72M
9,Shares Outstanding 5,637.03M
10,Float,635.04M
11,% Held by Insiders 1,0.19%
12,% Held by Institutions 1,74.68%
13,"Shares Short (Jun 14, 2020) 4",6.87M
14,"Short Ratio (Jun 14, 2020) 4",3.08
15,"Short % of Float (Jun 14, 2020) 4",1.08%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.08%
17,"Shares Short (prior month May 14, 2020) 4",7.79M
18,Forward Annual Dividend Rate 4,3.2
19,Forward Annual Dividend Yield 4,1.47%
20,Trailing Annual Dividend Rate 3,3.20
21,Trailing Annual Dividend Yield 3,1.47%
22,5 Year Average Dividend Yield 4,1.76
23,Payout Ratio 4,39.90%
24,Dividend Date 3,"May 14, 2020"
25,Ex-Dividend Date 4,"Apr 14, 2020"
26,Last Split Factor 2,10:1
27,Last Split Date 3,"Dec 29, 2011"
28,Fiscal Year Ends,"Aug 30, 2019"
29,Most Recent Quarter (mrq),"May 30, 2020"
30,Profit Margin,11.11%
31,Operating Margin (ttm),14.68%
32,Return on Assets (ttm),12.93%
33,Return on Equity (ttm),32.82%
34,Revenue (ttm),44.55B
35,Revenue Per Share (ttm),69.98
36,Quarterly Revenue Growth (yoy),-1.00%
37,Gross Profit (ttm),13.31B
38,EBITDA,7.79B
39,Net Income Avi to Common (ttm),4.95B
40,Diluted EPS (ttm),7.64
41,Quarterly Earnings Growth (yoy),-1.70%
42,Total Cash (mrq),6.45B
43,Total Cash Per Share (mrq),10.13
44,Total Debt (mrq),3.51B
45,Total Debt/Equity (mrq),21.31
46,Current Ratio (mrq),1.37
47,Book Value Per Share (mrq),25.17
48,Operating Cash Flow (ttm),7.18B
49,Levered Free Cash Flow (ttm),6.32B
