,Attribute,Value
0,Beta (5Y Monthly),1.50
1,52-Week Change 3,-27.04%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,44.39
4,52 Week Low 3,21.50
5,50-Day Moving Average 3,27.65
6,200-Day Moving Average 3,33.38
7,Avg Vol (3 month) 3,3.02M
8,Avg Vol (10 day) 3,2.8M
9,Shares Outstanding 5,259.26M
10,Float,255.21M
11,% Held by Insiders 1,1.51%
12,% Held by Institutions 1,85.08%
13,"Shares Short (Jun 14, 2020) 4",5.22M
14,"Short Ratio (Jun 14, 2020) 4",1.68
15,"Short % of Float (Jun 14, 2020) 4",3.01%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.01%
17,"Shares Short (prior month May 14, 2020) 4",6.02M
18,Forward Annual Dividend Rate 4,0.8
19,Forward Annual Dividend Yield 4,3.01%
20,Trailing Annual Dividend Rate 3,1.84
21,Trailing Annual Dividend Yield 3,6.91%
22,5 Year Average Dividend Yield 4,3.54
23,Payout Ratio 4,56.10%
24,Dividend Date 3,"May 27, 2020"
25,Ex-Dividend Date 4,"May 17, 2020"
26,Last Split Factor 2,11099:10000
27,Last Split Date 3,"May 15, 2016"
28,Fiscal Year Ends,"Sep 29, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,4.67%
31,Operating Margin (ttm),8.21%
32,Return on Assets (ttm),3.03%
33,Return on Equity (ttm),7.38%
34,Revenue (ttm),18.21B
35,Revenue Per Share (ttm),70.58
36,Quarterly Revenue Growth (yoy),-3.70%
37,Gross Profit (ttm),3.57B
38,EBITDA,2.95B
39,Net Income Avi to Common (ttm),849.8M
40,Diluted EPS (ttm),3.28
41,Quarterly Earnings Growth (yoy),-7.70%
42,Total Cash (mrq),640.2M
43,Total Cash Per Share (mrq),2.47
44,Total Debt (mrq),11.6B
45,Total Debt/Equity (mrq),100.84
46,Current Ratio (mrq),1.75
47,Book Value Per Share (mrq),44.30
48,Operating Cash Flow (ttm),2.24B
49,Levered Free Cash Flow (ttm),975.52M
