,Attribute,Value
0,Beta (5Y Monthly),1.37
1,52-Week Change 3,-7.89%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,120.26
4,52 Week Low 3,62.95
5,50-Day Moving Average 3,95.30
6,200-Day Moving Average 3,100.98
7,Avg Vol (3 month) 3,1.01M
8,Avg Vol (10 day) 3,994.92k
9,Shares Outstanding 5,143.95M
10,Float,143.03M
11,% Held by Insiders 1,0.95%
12,% Held by Institutions 1,88.94%
13,"Shares Short (Jun 14, 2020) 4",1.9M
14,"Short Ratio (Jun 14, 2020) 4",2.14
15,"Short % of Float (Jun 14, 2020) 4",1.51%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.32%
17,"Shares Short (prior month May 14, 2020) 4",1.76M
18,Forward Annual Dividend Rate 4,1.96
19,Forward Annual Dividend Yield 4,2.12%
20,Trailing Annual Dividend Rate 3,1.95
21,Trailing Annual Dividend Yield 3,2.11%
22,5 Year Average Dividend Yield 4,2.21
23,Payout Ratio 4,38.24%
24,Dividend Date 3,"Jun 14, 2020"
25,Ex-Dividend Date 4,"May 27, 2020"
26,Last Split Factor 2,1238:1000
27,Last Split Date 3,"May 08, 2018"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,10.59%
31,Operating Margin (ttm),15.16%
32,Return on Assets (ttm),7.61%
33,Return on Equity (ttm),25.73%
34,Revenue (ttm),7.07B
35,Revenue Per Share (ttm),48.74
36,Quarterly Revenue Growth (yoy),-4.00%
37,Gross Profit (ttm),2.63B
38,EBITDA,1.34B
39,Net Income Avi to Common (ttm),748.49M
40,Diluted EPS (ttm),5.10
41,Quarterly Earnings Growth (yoy),66.80%
42,Total Cash (mrq),508.91M
43,Total Cash Per Share (mrq),3.54
44,Total Debt (mrq),3.46B
45,Total Debt/Equity (mrq),116.18
46,Current Ratio (mrq),1.29
47,Book Value Per Share (mrq),20.71
48,Operating Cash Flow (ttm),996.64M
49,Levered Free Cash Flow (ttm),829.85M
