,Attribute,Value
0,Beta (5Y Monthly),0.21
1,52-Week Change 3,-22.47%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,30.67
4,52 Week Low 3,19.56
5,50-Day Moving Average 3,23.51
6,200-Day Moving Average 3,26.10
7,Avg Vol (3 month) 3,3.24M
8,Avg Vol (10 day) 3,2.95M
9,Shares Outstanding 5,382.8M
10,Float,380.94M
11,% Held by Insiders 1,0.38%
12,% Held by Institutions 1,94.63%
13,"Shares Short (Jun 14, 2020) 4",6.46M
14,"Short Ratio (Jun 14, 2020) 4",2
15,"Short % of Float (Jun 14, 2020) 4",2.27%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.69%
17,"Shares Short (prior month May 14, 2020) 4",6.11M
18,Forward Annual Dividend Rate 4,0.84
19,Forward Annual Dividend Yield 4,3.76%
20,Trailing Annual Dividend Rate 3,0.82
21,Trailing Annual Dividend Yield 3,3.67%
22,5 Year Average Dividend Yield 4,3.05
23,Payout Ratio 4,168.75%
24,Dividend Date 3,"Aug 19, 2020"
25,Ex-Dividend Date 4,"Jul 29, 2020"
26,Last Split Factor 2,2545:1000
27,Last Split Date 3,"Jul 01, 2015"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,4.85%
31,Operating Margin (ttm),27.26%
32,Return on Assets (ttm),3.79%
33,Return on Equity (ttm),4.16%
34,Revenue (ttm),4.94B
35,Revenue Per Share (ttm),13.11
36,Quarterly Revenue Growth (yoy),-14.10%
37,Gross Profit (ttm),2.34B
38,EBITDA,2.02B
39,Net Income Avi to Common (ttm),184.7M
40,Diluted EPS (ttm),0.48
41,Quarterly Earnings Growth (yoy),-65.50%
42,Total Cash (mrq),203.8M
43,Total Cash Per Share (mrq),0.53
44,Total Debt (mrq),10.13B
45,Total Debt/Equity (mrq),176.37
46,Current Ratio (mrq),0.77
47,Book Value Per Share (mrq),12.70
48,Operating Cash Flow (ttm),1.55B
49,Levered Free Cash Flow (ttm),-1.54B
