,Attribute,Value
0,Beta (5Y Monthly),0.79
1,52-Week Change 3,4.19%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,95.19
4,52 Week Low 3,69.10
5,50-Day Moving Average 3,86.65
6,200-Day Moving Average 3,86.36
7,Avg Vol (3 month) 3,3.04M
8,Avg Vol (10 day) 3,2.98M
9,Shares Outstanding 5,508.84M
10,Float,507.85M
11,% Held by Insiders 1,0.13%
12,% Held by Institutions 1,87.48%
13,"Shares Short (Jun 14, 2020) 4",4.03M
14,"Short Ratio (Jun 14, 2020) 4",1.27
15,"Short % of Float (Jun 14, 2020) 4",0.79%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.79%
17,"Shares Short (prior month May 14, 2020) 4",4.43M
18,Forward Annual Dividend Rate 4,0.98
19,Forward Annual Dividend Yield 4,1.19%
20,Trailing Annual Dividend Rate 3,0.88
21,Trailing Annual Dividend Yield 3,1.03%
22,5 Year Average Dividend Yield 4,1.52
23,Payout Ratio 4,46.07%
24,Dividend Date 3,"Jun 30, 2020"
25,Ex-Dividend Date 4,"Jun 03, 2020"
26,Last Split Factor 2,1841:1000
27,Last Split Date 3,"Jun 30, 2015"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,8.60%
31,Operating Margin (ttm),17.67%
32,Return on Assets (ttm),7.19%
33,Return on Equity (ttm),13.01%
34,Revenue (ttm),11.53B
35,Revenue Per Share (ttm),22.70
36,Quarterly Revenue Growth (yoy),6.20%
37,Gross Profit (ttm),4.92B
38,EBITDA,2.83B
39,Net Income Avi to Common (ttm),991M
40,Diluted EPS (ttm),1.91
41,Quarterly Earnings Growth (yoy),-2.90%
42,Total Cash (mrq),4.11B
43,Total Cash Per Share (mrq),8.08
44,Total Debt (mrq),7.24B
45,Total Debt/Equity (mrq),93.71
46,Current Ratio (mrq),2.74
47,Book Value Per Share (mrq),15.14
48,Operating Cash Flow (ttm),2.25B
49,Levered Free Cash Flow (ttm),1.39B
