,Attribute,Value
0,Beta (5Y Monthly),0.49
1,52-Week Change 3,-1.95%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,76.57
4,52 Week Low 3,42.01
5,50-Day Moving Average 3,59.97
6,200-Day Moving Average 3,62.65
7,Avg Vol (3 month) 3,2.51M
8,Avg Vol (10 day) 3,2.88M
9,Shares Outstanding 5,226.74M
10,Float,225.97M
11,% Held by Insiders 1,0.26%
12,% Held by Institutions 1,86.15%
13,"Shares Short (Jun 14, 2020) 4",4.12M
14,"Short Ratio (Jun 14, 2020) 4",1.36
15,"Short % of Float (Jun 14, 2020) 4",1.99%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.82%
17,"Shares Short (prior month May 14, 2020) 4",5M
18,Forward Annual Dividend Rate 4,2.02
19,Forward Annual Dividend Yield 4,3.42%
20,Trailing Annual Dividend Rate 3,1.96
21,Trailing Annual Dividend Yield 3,3.32%
22,5 Year Average Dividend Yield 4,3.05
23,Payout Ratio 4,72.32%
24,Dividend Date 3,"Jun 18, 2020"
25,Ex-Dividend Date 4,"May 18, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 21, 1987"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,12.68%
31,Operating Margin (ttm),22.72%
32,Return on Assets (ttm),2.74%
33,Return on Equity (ttm),7.31%
34,Revenue (ttm),5.05B
35,Revenue Per Share (ttm),21.66
36,Quarterly Revenue Growth (yoy),-8.20%
37,Gross Profit (ttm),2.43B
38,EBITDA,2.06B
39,Net Income Avi to Common (ttm),639.8M
40,Diluted EPS (ttm),2.74
41,Quarterly Earnings Growth (yoy),-30.30%
42,Total Cash (mrq),304.4M
43,Total Cash Per Share (mrq),1.34
44,Total Debt (mrq),10.42B
45,Total Debt/Equity (mrq),122.51
46,Current Ratio (mrq),0.72
47,Book Value Per Share (mrq),37.62
48,Operating Cash Flow (ttm),1.71B
49,Levered Free Cash Flow (ttm),656.24M
