,Attribute,Value
0,Beta (5Y Monthly),0.84
1,52-Week Change 3,-38.42%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,93.17
4,52 Week Low 3,24.27
5,50-Day Moving Average 3,50.64
6,200-Day Moving Average 3,63.77
7,Avg Vol (3 month) 3,4.51M
8,Avg Vol (10 day) 3,3.82M
9,Shares Outstanding 5,417.48M
10,Float,416.67M
11,% Held by Insiders 1,0.17%
12,% Held by Institutions 1,93.27%
13,"Shares Short (Jun 14, 2020) 4",11.56M
14,"Short Ratio (Jun 14, 2020) 4",2.61
15,"Short % of Float (Jun 14, 2020) 4",3.59%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.77%
17,"Shares Short (prior month May 14, 2020) 4",12.56M
18,Forward Annual Dividend Rate 4,2.44
19,Forward Annual Dividend Yield 4,4.86%
20,Trailing Annual Dividend Rate 3,3.22
21,Trailing Annual Dividend Yield 3,6.41%
22,5 Year Average Dividend Yield 4,5.02
23,Payout Ratio 4,103.88%
24,Dividend Date 3,"May 27, 2020"
25,Ex-Dividend Date 4,"May 17, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"Sep 03, 1985"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,24.71%
31,Operating Margin (ttm),23.79%
32,Return on Assets (ttm),2.39%
33,Return on Equity (ttm),8.04%
34,Revenue (ttm),5.11B
35,Revenue Per Share (ttm),12.56
36,Quarterly Revenue Growth (yoy),-1.10%
37,Gross Profit (ttm),2.41B
38,EBITDA,2.29B
39,Net Income Avi to Common (ttm),1.26B
40,Diluted EPS (ttm),3.08
41,Quarterly Earnings Growth (yoy),10.60%
42,Total Cash (mrq),303.42M
43,Total Cash Per Share (mrq),0.73
44,Total Debt (mrq),14.43B
45,Total Debt/Equity (mrq),82.48
46,Current Ratio (mrq),2.73
47,Book Value Per Share (mrq),38.65
48,Operating Cash Flow (ttm),1.6B
49,Levered Free Cash Flow (ttm),722.4M
