,Attribute,Value
0,Beta (5Y Monthly),0.76
1,52-Week Change 3,-3.78%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,81.64
4,52 Week Low 3,52.55
5,50-Day Moving Average 3,74.66
6,200-Day Moving Average 3,72.64
7,Avg Vol (3 month) 3,1.45M
8,Avg Vol (10 day) 3,1.41M
9,Shares Outstanding 5,166.43M
10,Float,165.22M
11,% Held by Insiders 1,0.65%
12,% Held by Institutions 1,98.44%
13,"Shares Short (Jun 14, 2020) 4",3.22M
14,"Short Ratio (Jun 14, 2020) 4",2.24
15,"Short % of Float (Jun 14, 2020) 4",2.23%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.93%
17,"Shares Short (prior month May 14, 2020) 4",3.61M
18,Forward Annual Dividend Rate 4,1.04
19,Forward Annual Dividend Yield 4,1.42%
20,Trailing Annual Dividend Rate 3,1.00
21,Trailing Annual Dividend Yield 3,1.37%
22,5 Year Average Dividend Yield 4,1.38
23,Payout Ratio 4,30.30%
24,Dividend Date 3,"Jun 14, 2020"
25,Ex-Dividend Date 4,"May 28, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 25, 2006"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,7.11%
31,Operating Margin (ttm),9.16%
32,Return on Assets (ttm),12.90%
33,Return on Equity (ttm),27.61%
34,Revenue (ttm),8.06B
35,Revenue Per Share (ttm),47.36
36,Quarterly Revenue Growth (yoy),-5.90%
37,Gross Profit (ttm),1.05B
38,EBITDA,788.36M
39,Net Income Avi to Common (ttm),573.04M
40,Diluted EPS (ttm),3.30
41,Quarterly Earnings Growth (yoy),-12.40%
42,Total Cash (mrq),1.11B
43,Total Cash Per Share (mrq),6.68
44,Total Debt (mrq),377.39M
45,Total Debt/Equity (mrq),18.53
46,Current Ratio (mrq),2.26
47,Book Value Per Share (mrq),12.24
48,Operating Cash Flow (ttm),647.45M
49,Levered Free Cash Flow (ttm),486.02M
