,Attribute,Value
0,Beta (5Y Monthly),1.59
1,52-Week Change 3,-37.71%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,96.39
4,52 Week Low 3,35.16
5,50-Day Moving Average 3,47.19
6,200-Day Moving Average 3,67.26
7,Avg Vol (3 month) 3,2.1M
8,Avg Vol (10 day) 3,2.19M
9,Shares Outstanding 5,76.54M
10,Float,76.16M
11,% Held by Insiders 1,0.46%
12,% Held by Institutions 1,108.05%
13,"Shares Short (Jun 14, 2020) 4",5.58M
14,"Short Ratio (Jun 14, 2020) 4",2.1
15,"Short % of Float (Jun 14, 2020) 4",10.26%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",7.29%
17,"Shares Short (prior month May 14, 2020) 4",6.28M
18,Forward Annual Dividend Rate 4,3.54
19,Forward Annual Dividend Yield 4,7.07%
20,Trailing Annual Dividend Rate 3,2.88
21,Trailing Annual Dividend Yield 3,5.75%
22,5 Year Average Dividend Yield 4,3.30
23,Payout Ratio 4,71.11%
24,Dividend Date 3,"Jul 14, 2020"
25,Ex-Dividend Date 4,"Jun 28, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,30.20%
31,Operating Margin (ttm),33.91%
32,Return on Assets (ttm),1.86%
33,Return on Equity (ttm),5.85%
34,Revenue (ttm),1.17B
35,Revenue Per Share (ttm),14.52
36,Quarterly Revenue Growth (yoy),-15.10%
37,Gross Profit (ttm),752.55M
38,EBITDA,663.38M
39,Net Income Avi to Common (ttm),324.32M
40,Diluted EPS (ttm),4.03
41,Quarterly Earnings Growth (yoy),141.20%
42,Total Cash (mrq),554.2M
43,Total Cash Per Share (mrq),7.24
44,Total Debt (mrq),6.72B
45,Total Debt/Equity (mrq),112.56
46,Current Ratio (mrq),4.87
47,Book Value Per Share (mrq),65.87
48,Operating Cash Flow (ttm),356.19M
49,Levered Free Cash Flow (ttm),478.31M
