,Attribute,Value
0,Beta (5Y Monthly),2.27
1,52-Week Change 3,8.83%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,170.04
4,52 Week Low 3,58.85
5,50-Day Moving Average 3,139.09
6,200-Day Moving Average 3,133.38
7,Avg Vol (3 month) 3,1.68M
8,Avg Vol (10 day) 3,1.64M
9,Shares Outstanding 5,72.05M
10,Float,71.71M
11,% Held by Insiders 1,0.54%
12,% Held by Institutions 1,97.67%
13,"Shares Short (Jun 14, 2020) 4",7.56M
14,"Short Ratio (Jun 14, 2020) 4",5.03
15,"Short % of Float (Jun 14, 2020) 4",11.93%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",10.49%
17,"Shares Short (prior month May 14, 2020) 4",8M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,12.52%
31,Operating Margin (ttm),23.91%
32,Return on Assets (ttm),7.47%
33,Return on Equity (ttm),33.44%
34,Revenue (ttm),9.36B
35,Revenue Per Share (ttm),123.14
36,Quarterly Revenue Growth (yoy),0.40%
37,Gross Profit (ttm),3.75B
38,EBITDA,2.64B
39,Net Income Avi to Common (ttm),1.17B
40,Diluted EPS (ttm),15.37
41,Quarterly Earnings Growth (yoy),-1.10%
42,Total Cash (mrq),513M
43,Total Cash Per Share (mrq),7.12
44,Total Debt (mrq),12.3B
45,Total Debt/Equity (mrq),338.49
46,Current Ratio (mrq),1.11
47,Book Value Per Share (mrq),50.45
48,Operating Cash Flow (ttm),3B
49,Levered Free Cash Flow (ttm),1.51B
