,Attribute,Value
0,Beta (5Y Monthly),1.60
1,52-Week Change 3,17.62%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,113.28
4,52 Week Low 3,53.15
5,50-Day Moving Average 3,96.88
6,200-Day Moving Average 3,93.05
7,Avg Vol (3 month) 3,3.39M
8,Avg Vol (10 day) 3,2.34M
9,Shares Outstanding 5,251.99M
10,Float,239.89M
11,% Held by Insiders 1,2.20%
12,% Held by Institutions 1,109.96%
13,"Shares Short (Jun 14, 2020) 4",19.75M
14,"Short Ratio (Jun 14, 2020) 4",4.84
15,"Short % of Float (Jun 14, 2020) 4",10.48%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",7.84%
17,"Shares Short (prior month May 14, 2020) 4",29.29M
18,Forward Annual Dividend Rate 4,1.47
19,Forward Annual Dividend Yield 4,1.44%
20,Trailing Annual Dividend Rate 3,1.47
21,Trailing Annual Dividend Yield 3,1.44%
22,5 Year Average Dividend Yield 4,2.07
23,Payout Ratio 4,65.70%
24,Dividend Date 3,"Jun 03, 2020"
25,Ex-Dividend Date 4,"May 19, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"May 08, 2002"
28,Fiscal Year Ends,"Mar 30, 2020"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,10.82%
31,Operating Margin (ttm),13.12%
32,Return on Assets (ttm),2.42%
33,Return on Equity (ttm),10.50%
34,Revenue (ttm),5.27B
35,Revenue Per Share (ttm),22.08
36,Quarterly Revenue Growth (yoy),-0.30%
37,Gross Profit (ttm),3.24B
38,EBITDA,1.91B
39,Net Income Avi to Common (ttm),570.6M
40,Diluted EPS (ttm),2.23
41,Quarterly Earnings Growth (yoy),-42.80%
42,Total Cash (mrq),403M
43,Total Cash Per Share (mrq),1.64
44,Total Debt (mrq),9.62B
45,Total Debt/Equity (mrq),172.26
46,Current Ratio (mrq),1.35
47,Book Value Per Share (mrq),22.77
48,Operating Cash Flow (ttm),1.54B
49,Levered Free Cash Flow (ttm),1.52B
