,Attribute,Value
0,Beta (5Y Monthly),0.79
1,52-Week Change 3,2.10%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,220.42
4,52 Week Low 3,137.01
5,50-Day Moving Average 3,187.67
6,200-Day Moving Average 3,187.84
7,Avg Vol (3 month) 3,1.82M
8,Avg Vol (10 day) 3,1.5M
9,Shares Outstanding 5,224.76M
10,Float,223.28M
11,% Held by Insiders 1,4.05%
12,% Held by Institutions 1,90.55%
13,"Shares Short (Jun 14, 2020) 4",3.23M
14,"Short Ratio (Jun 14, 2020) 4",1.94
15,"Short % of Float (Jun 14, 2020) 4",1.46%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.90%
17,"Shares Short (prior month May 14, 2020) 4",3.1M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,1.82
21,Trailing Annual Dividend Yield 3,0.97%
22,5 Year Average Dividend Yield 4,1.15
23,Payout Ratio 4,51.27%
24,Dividend Date 3,"Mar 15, 2020"
25,Ex-Dividend Date 4,"Feb 26, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jan 22, 2012"
28,Fiscal Year Ends,"Jun 29, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,8.43%
31,Operating Margin (ttm),16.78%
32,Return on Assets (ttm),10.36%
33,Return on Equity (ttm),29.26%
34,Revenue (ttm),15.45B
35,Revenue Per Share (ttm),42.81
36,Quarterly Revenue Growth (yoy),-10.70%
37,Gross Profit (ttm),11.5B
38,EBITDA,3.19B
39,Net Income Avi to Common (ttm),1.3B
40,Diluted EPS (ttm),3.54
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),4.89B
43,Total Cash Per Share (mrq),13.58
44,Total Debt (mrq),8.86B
45,Total Debt/Equity (mrq),203.30
46,Current Ratio (mrq),1.62
47,Book Value Per Share (mrq),12.02
48,Operating Cash Flow (ttm),2.71B
49,Levered Free Cash Flow (ttm),1.6B
