,Attribute,Value
0,Beta (5Y Monthly),0.19
1,52-Week Change 3,-1.34%
2,S&P500 52-Week Change 3,
3,52 Week High 3,69.17
4,52 Week Low 3,46.03
5,50-Day Moving Average 3,57.36
6,200-Day Moving Average 3,61.13
7,Avg Vol (3 month) 3,2.17M
8,Avg Vol (10 day) 3,1.9M
9,Shares Outstanding 5,286.22M
10,Float,284.68M
11,% Held by Insiders 1,0.46%
12,% Held by Institutions 1,94.55%
13,"Shares Short (Jun 14, 2020) 4",4.52M
14,"Short Ratio (Jun 14, 2020) 4",2.41
15,"Short % of Float (Jun 14, 2020) 4",1.82%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.58%
17,"Shares Short (prior month May 14, 2020) 4",5.37M
18,Forward Annual Dividend Rate 4,1.63
19,Forward Annual Dividend Yield 4,2.87%
20,Trailing Annual Dividend Rate 3,1.55
21,Trailing Annual Dividend Yield 3,2.74%
22,5 Year Average Dividend Yield 4,2.82
23,Payout Ratio 4,62.45%
24,Dividend Date 3,"May 28, 2020"
25,Ex-Dividend Date 4,"May 13, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,10.68%
31,Operating Margin (ttm),20.26%
32,Return on Assets (ttm),3.22%
33,Return on Equity (ttm),14.07%
34,Revenue (ttm),6.65B
35,Revenue Per Share (ttm),23.49
36,Quarterly Revenue Growth (yoy),-9.50%
37,Gross Profit (ttm),2.56B
38,EBITDA,2.21B
39,Net Income Avi to Common (ttm),710M
40,Diluted EPS (ttm),2.49
41,Quarterly Earnings Growth (yoy),14.10%
42,Total Cash (mrq),834M
43,Total Cash Per Share (mrq),2.91
44,Total Debt (mrq),14.34B
45,Total Debt/Equity (mrq),274.55
46,Current Ratio (mrq),0.96
47,Book Value Per Share (mrq),18.12
48,Operating Cash Flow (ttm),1.37B
49,Levered Free Cash Flow (ttm),-455M
