,Attribute,Value
0,Beta (5Y Monthly),1.27
1,52-Week Change 3,-0.77%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,110.24
4,52 Week Low 3,63.05
5,50-Day Moving Average 3,94.39
6,200-Day Moving Average 3,93.94
7,Avg Vol (3 month) 3,1.85M
8,Avg Vol (10 day) 3,1.29M
9,Shares Outstanding 5,295.89M
10,Float,294.23M
11,% Held by Insiders 1,0.52%
12,% Held by Institutions 1,99.24%
13,"Shares Short (Jun 14, 2020) 4",3.51M
14,"Short Ratio (Jun 14, 2020) 4",2.03
15,"Short % of Float (Jun 14, 2020) 4",1.60%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.19%
17,"Shares Short (prior month May 14, 2020) 4",3.3M
18,Forward Annual Dividend Rate 4,1
19,Forward Annual Dividend Yield 4,1.05%
20,Trailing Annual Dividend Rate 3,0.98
21,Trailing Annual Dividend Yield 3,1.03%
22,5 Year Average Dividend Yield 4,0.92
23,Payout Ratio 4,26.70%
24,Dividend Date 3,"Jul 07, 2020"
25,Ex-Dividend Date 4,"Jun 14, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Oct 09, 2014"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,13.90%
31,Operating Margin (ttm),19.24%
32,Return on Assets (ttm),8.77%
33,Return on Equity (ttm),26.40%
34,Revenue (ttm),8.13B
35,Revenue Per Share (ttm),27.34
36,Quarterly Revenue Growth (yoy),-4.90%
37,Gross Profit (ttm),2.62B
38,EBITDA,1.86B
39,Net Income Avi to Common (ttm),1.13B
40,Diluted EPS (ttm),3.67
41,Quarterly Earnings Growth (yoy),-9.50%
42,Total Cash (mrq),2.38B
43,Total Cash Per Share (mrq),8.06
44,Total Debt (mrq),5.09B
45,Total Debt/Equity (mrq),114.55
46,Current Ratio (mrq),2.54
47,Book Value Per Share (mrq),14.82
48,Operating Cash Flow (ttm),1.54B
49,Levered Free Cash Flow (ttm),1.08B
