,Attribute,Value
0,Beta (5Y Monthly),0.50
1,52-Week Change 3,-12.88%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,11.77
4,52 Week Low 3,5.80
5,50-Day Moving Average 3,9.83
6,200-Day Moving Average 3,9.59
7,Avg Vol (3 month) 3,8.26M
8,Avg Vol (10 day) 3,14.06M
9,Shares Outstanding 5,1.57B
10,Float,1.57B
11,% Held by Insiders 1,0.19%
12,% Held by Institutions 1,32.81%
13,"Shares Short (Jun 14, 2020) 4",24.22M
14,"Short Ratio (Jun 14, 2020) 4",2.79
15,"Short % of Float (Jun 14, 2020) 4",1.54%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.54%
17,"Shares Short (prior month May 14, 2020) 4",29.46M
18,Forward Annual Dividend Rate 4,0.46
19,Forward Annual Dividend Yield 4,4.60%
20,Trailing Annual Dividend Rate 3,0.47
21,Trailing Annual Dividend Yield 3,4.70%
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,105.42%
24,Dividend Date 3,"Jun 16, 2020"
25,Ex-Dividend Date 4,"May 26, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Jun 29, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,4.31%
31,Operating Margin (ttm),8.98%
32,Return on Assets (ttm),
33,Return on Equity (ttm),
34,Revenue (ttm),11.93B
35,Revenue Per Share (ttm),7.84
36,Quarterly Revenue Growth (yoy),36.00%
37,Gross Profit (ttm),1.8B
38,EBITDA,1.68B
39,Net Income Avi to Common (ttm),520.4M
40,Diluted EPS (ttm),0.31
41,Quarterly Earnings Growth (yoy),61.20%
42,Total Cash (mrq),539.3M
43,Total Cash Per Share (mrq),0.34
44,Total Debt (mrq),7.07B
45,Total Debt/Equity (mrq),147.22
46,Current Ratio (mrq),1.23
47,Book Value Per Share (mrq),3.33
48,Operating Cash Flow (ttm),1.12B
49,Levered Free Cash Flow (ttm),
