,Attribute,Value
0,Beta (5Y Monthly),0.38
1,52-Week Change 3,50.99%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,36.84
4,52 Week Low 3,20.70
5,50-Day Moving Average 3,32.61
6,200-Day Moving Average 3,30.57
7,Avg Vol (3 month) 3,12.65M
8,Avg Vol (10 day) 3,19.56M
9,Shares Outstanding 5,786.19M
10,Float,752.21M
11,% Held by Insiders 1,5.89%
12,% Held by Institutions 1,84.40%
13,"Shares Short (Jun 14, 2020) 4",54.88M
14,"Short Ratio (Jun 14, 2020) 4",5.5
15,"Short % of Float (Jun 14, 2020) 4",7.03%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",6.98%
17,"Shares Short (prior month May 14, 2020) 4",54.73M
18,Forward Annual Dividend Rate 4,0.64
19,Forward Annual Dividend Yield 4,1.95%
20,Trailing Annual Dividend Rate 3,0.64
21,Trailing Annual Dividend Yield 3,1.95%
22,5 Year Average Dividend Yield 4,1.72
23,Payout Ratio 4,23.75%
24,Dividend Date 3,"May 31, 2020"
25,Ex-Dividend Date 4,"May 13, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jul 13, 2015"
28,Fiscal Year Ends,"Jan 31, 2020"
29,Most Recent Quarter (mrq),"May 22, 2020"
30,Profit Margin,1.66%
31,Operating Margin (ttm),2.51%
32,Return on Assets (ttm),4.35%
33,Return on Equity (ttm),21.96%
34,Revenue (ttm),126.58B
35,Revenue Per Share (ttm),159.32
36,Quarterly Revenue Growth (yoy),11.50%
37,Gross Profit (ttm),27.85B
38,EBITDA,5.95B
39,Net Income Avi to Common (ttm),2.08B
40,Diluted EPS (ttm),2.59
41,Quarterly Earnings Growth (yoy),57.00%
42,Total Cash (mrq),2.73B
43,Total Cash Per Share (mrq),3.5
44,Total Debt (mrq),20.64B
45,Total Debt/Equity (mrq),221.30
46,Current Ratio (mrq),0.83
47,Book Value Per Share (mrq),11.99
48,Operating Cash Flow (ttm),6.64B
49,Levered Free Cash Flow (ttm),4.05B
