,Attribute,Value
0,Beta (5Y Monthly),0.97
1,52-Week Change 3,6.56%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,100.00
4,52 Week Low 3,61.61
5,50-Day Moving Average 3,91.02
6,200-Day Moving Average 3,86.82
7,Avg Vol (3 month) 3,9.26M
8,Avg Vol (10 day) 3,5.89M
9,Shares Outstanding 5,1.77B
10,Float,1.76B
11,% Held by Insiders 1,0.73%
12,% Held by Institutions 1,77.18%
13,"Shares Short (Jun 14, 2020) 4",12.82M
14,"Short Ratio (Jun 14, 2020) 4",1.78
15,"Short % of Float (Jun 14, 2020) 4",0.74%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.72%
17,"Shares Short (prior month May 14, 2020) 4",18.12M
18,Forward Annual Dividend Rate 4,1.44
19,Forward Annual Dividend Yield 4,1.61%
20,Trailing Annual Dividend Rate 3,1.36
21,Trailing Annual Dividend Yield 3,1.52%
22,5 Year Average Dividend Yield 4,1.95
23,Payout Ratio 4,66.67%
24,Dividend Date 3,"Aug 16, 2020"
25,Ex-Dividend Date 4,"Jul 13, 2020"
26,Last Split Factor 2,10000:4798
27,Last Split Date 3,"Jan 01, 2013"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,11.15%
31,Operating Margin (ttm),15.38%
32,Return on Assets (ttm),4.59%
33,Return on Equity (ttm),11.56%
34,Revenue (ttm),32.1B
35,Revenue Per Share (ttm),18.14
36,Quarterly Revenue Growth (yoy),2.50%
37,Gross Profit (ttm),18.71B
38,EBITDA,8.03B
39,Net Income Avi to Common (ttm),3.54B
40,Diluted EPS (ttm),1.99
41,Quarterly Earnings Growth (yoy),-16.10%
42,Total Cash (mrq),3.67B
43,Total Cash Per Share (mrq),2.07
44,Total Debt (mrq),18.27B
45,Total Debt/Equity (mrq),60.05
46,Current Ratio (mrq),1.43
47,Book Value Per Share (mrq),17.08
48,Operating Cash Flow (ttm),6.14B
49,Levered Free Cash Flow (ttm),4.59B
